Method	Model	Metric	Fraction	Result
ADV	ComplEx	HITS@3	0.8	27.94
ADV	ComplEx	HITS@3	0.9	21.29
ADV	ComplEx	HITS@3	1.0	4.35
ADV	ComplEx	HITS@10	0.1	6.65
ADV	ComplEx	HITS@10	0.2	12.11
ADV	ComplEx	HITS@10	0.3	17.04
ADV	ComplEx	HITS@10	0.4	21.34
ADV	ComplEx	HITS@10	0.5	26.13
ADV	ComplEx	HITS@10	0.6	30.17
ADV	ComplEx	HITS@10	0.7	35.59
ADV	ComplEx	HITS@10	0.8	39.91
ADV	ComplEx	HITS@10	0.9	36.78
ADV	ComplEx	HITS@10	1.0	13.74
ADV	ComplEx	MR	0.1	31709.34
ADV	ComplEx	MR	0.2	23177.98
ADV	ComplEx	MR	0.3	14049.12
ADV	ComplEx	MR	0.4	10065.77
ADV	ComplEx	MR	0.5	7449.49
ADV	ComplEx	MR	0.6	6405.68
ADV	ComplEx	MR	0.7	4394.91
ADV	ComplEx	MR	0.8	3480.40
ADV	ComplEx	MR	0.9	2728.15
ADV	ComplEx	MR	1.0	1990.03
ADV	ComplEx	HITS@1	0.1	2.41
ADV	ComplEx	HITS@1	0.2	4.20
ADV	ComplEx	HITS@1	0.3	5.10
ADV	ComplEx	HITS@1	0.4	6.40
ADV	ComplEx	HITS@1	0.5	8.02
ADV	ComplEx	HITS@1	0.6	9.39
ADV	ComplEx	HITS@1	0.7	11.55
ADV	ComplEx	HITS@1	0.8	14.79
ADV	ComplEx	HITS@1	0.9	8.73
ADV	ComplEx	HITS@1	1.0	1.36
ADV	DistMult	HITS@5	0.1	5.58
ADV	DistMult	HITS@5	0.2	9.18
ADV	DistMult	HITS@5	0.3	12.84
ADV	DistMult	HITS@5	0.4	17.19
ADV	DistMult	HITS@5	0.5	20.55
ADV	DistMult	HITS@5	0.6	24.58
ADV	DistMult	HITS@5	0.7	29.12
ADV	DistMult	HITS@5	0.8	33.40
ADV	DistMult	HITS@5	0.9	28.09
ADV	DistMult	HITS@5	1.0	31.84
ADV	DistMult	MRR	0.1	0.044
ADV	DistMult	MRR	0.2	0.067
ADV	DistMult	MRR	0.3	0.094
ADV	DistMult	MRR	0.4	0.113
ADV	DistMult	MRR	0.5	0.138
ADV	DistMult	MRR	0.6	0.168
ADV	DistMult	MRR	0.7	0.195
ADV	DistMult	MRR	0.8	0.240
ADV	DistMult	MRR	0.9	0.185
ADV	DistMult	MRR	1.0	0.202
ADV	DistMult	HITS@3	0.1	4.55
ADV	DistMult	HITS@3	0.2	7.48
ADV	DistMult	HITS@3	0.3	10.74
ADV	DistMult	HITS@3	0.4	13.53
ADV	DistMult	HITS@3	0.5	16.76
ADV	DistMult	HITS@3	0.6	20.17
ADV	DistMult	HITS@3	0.7	23.62
ADV	DistMult	HITS@3	0.8	28.39
ADV	DistMult	HITS@3	0.9	21.90
ADV	DistMult	HITS@3	1.0	23.46
ADV	DistMult	HITS@10	0.1	7.23
ADV	DistMult	HITS@10	0.2	12.70
ADV	DistMult	HITS@10	0.3	17.33
ADV	DistMult	HITS@10	0.4	21.29
ADV	DistMult	HITS@10	0.5	25.25
ADV	DistMult	HITS@10	0.6	30.47
ADV	DistMult	HITS@10	0.7	35.20
ADV	DistMult	HITS@10	0.8	39.81
ADV	DistMult	HITS@10	0.9	36.70
ADV	DistMult	HITS@10	1.0	41.65
ADV	DistMult	MR	0.1	32244.87
ADV	DistMult	MR	0.2	21182.11
ADV	DistMult	MR	0.3	14786.99
ADV	DistMult	MR	0.4	10248.66
ADV	DistMult	MR	0.5	8469.80
ADV	DistMult	MR	0.6	6460.90
ADV	DistMult	MR	0.7	4291.53
ADV	DistMult	MR	0.8	3217.76
ADV	DistMult	MR	0.9	2784.22
ADV	DistMult	MR	1.0	1962.30
ADV	DistMult	HITS@1	0.1	2.79
ADV	DistMult	HITS@1	0.2	4.15
ADV	DistMult	HITS@1	0.3	5.18
ADV	DistMult	HITS@1	0.4	6.42
ADV	DistMult	HITS@1	0.5	7.41
ADV	DistMult	HITS@1	0.6	9.05
ADV	DistMult	HITS@1	0.7	11.21
ADV	DistMult	HITS@1	0.8	15.14
ADV	DistMult	HITS@1	0.9	9.55
ADV	DistMult	HITS@1	1.0	10.90
STD	TransE	HITS@5	0.1	3.00
STD	TransE	HITS@5	0.2	2.96
STD	TransE	HITS@5	0.3	3.64
STD	TransE	HITS@5	0.4	3.52
STD	TransE	HITS@5	0.5	3.74
STD	TransE	HITS@5	0.6	3.65
STD	TransE	HITS@5	0.7	4.14
STD	TransE	HITS@5	0.8	4.35
STD	TransE	HITS@5	0.9	4.05
STD	TransE	HITS@5	1.0	4.39
STD	TransE	MRR	0.1	0.026
STD	TransE	MRR	0.2	0.028
STD	TransE	MRR	0.3	0.034
STD	TransE	MRR	0.4	0.034
STD	TransE	MRR	0.5	0.036
STD	TransE	MRR	0.6	0.034
STD	TransE	MRR	0.7	0.039
STD	TransE	MRR	0.8	0.039
STD	TransE	MRR	0.9	0.039
STD	TransE	MRR	1.0	0.040
STD	TransE	HITS@3	0.1	2.41
STD	TransE	HITS@3	0.2	2.47
STD	TransE	HITS@3	0.3	2.89
STD	TransE	HITS@3	0.4	2.89
STD	TransE	HITS@3	0.5	3.14
STD	TransE	HITS@3	0.6	2.94
STD	TransE	HITS@3	0.7	3.32
STD	TransE	HITS@3	0.8	3.41
STD	TransE	HITS@3	0.9	3.38
STD	TransE	HITS@3	1.0	3.53
STD	TransE	HITS@10	0.1	3.74
STD	TransE	HITS@10	0.2	4.18
STD	TransE	HITS@10	0.3	5.35
STD	TransE	HITS@10	0.4	4.99
STD	TransE	HITS@10	0.5	5.08
STD	TransE	HITS@10	0.6	5.28
STD	TransE	HITS@10	0.7	5.91
STD	TransE	HITS@10	0.8	6.18
STD	TransE	HITS@10	0.9	5.76
STD	TransE	HITS@10	1.0	6.25
STD	TransE	MR	0.1	22370.39
STD	TransE	MR	0.2	11882.45
STD	TransE	MR	0.3	7795.26
STD	TransE	MR	0.4	6268.74
STD	TransE	MR	0.5	5347.57
STD	TransE	MR	0.6	4829.42
STD	TransE	MR	0.7	4200.89
STD	TransE	MR	0.8	4013.73
STD	TransE	MR	0.9	3773.32
STD	TransE	MR	1.0	3679.02
STD	TransE	HITS@1	0.1	1.70
STD	TransE	HITS@1	0.2	1.80
STD	TransE	HITS@1	0.3	2.12
STD	TransE	HITS@1	0.4	2.11
STD	TransE	HITS@1	0.5	2.30
STD	TransE	HITS@1	0.6	2.15
STD	TransE	HITS@1	0.7	2.40
STD	TransE	HITS@1	0.8	2.28
STD	TransE	HITS@1	0.9	2.49
STD	TransE	HITS@1	1.0	2.27
STD	ComplEx	HITS@5	0.1	3.38
STD	ComplEx	HITS@5	0.2	8.11
STD	ComplEx	HITS@5	0.3	12.20
STD	ComplEx	HITS@5	0.4	16.22
STD	ComplEx	HITS@5	0.5	19.93
STD	ComplEx	HITS@5	0.6	23.97
STD	ComplEx	HITS@5	0.7	28.44
STD	ComplEx	HITS@5	0.8	33.06
STD	ComplEx	HITS@5	0.9	27.99
STD	ComplEx	HITS@5	1.0	7.08
STD	ComplEx	MRR	0.1	0.018
STD	ComplEx	MRR	0.2	0.060
STD	ComplEx	MRR	0.3	0.087
STD	ComplEx	MRR	0.4	0.112
STD	ComplEx	MRR	0.5	0.135
STD	ComplEx	MRR	0.6	0.163
STD	ComplEx	MRR	0.7	0.196
STD	ComplEx	MRR	0.8	0.235
STD	ComplEx	MRR	0.9	0.180
STD	ComplEx	MRR	1.0	0.052
STD	ComplEx	HITS@3	0.1	2.67
STD	ComplEx	HITS@3	0.2	6.96
STD	ComplEx	HITS@3	0.3	10.35
STD	ComplEx	HITS@3	0.4	13.55
STD	ComplEx	HITS@3	0.5	16.60
STD	ComplEx	HITS@3	0.6	20.00
STD	ComplEx	HITS@3	0.7	23.35
STD	ComplEx	HITS@3	0.8	27.94
STD	ComplEx	HITS@3	0.9	21.29
STD	ComplEx	HITS@3	1.0	4.16
STD	ComplEx	HITS@10	0.1	4.14
STD	ComplEx	HITS@10	0.2	10.18
STD	ComplEx	HITS@10	0.3	15.21
STD	ComplEx	HITS@10	0.4	19.67
STD	ComplEx	HITS@10	0.5	24.46
STD	ComplEx	HITS@10	0.6	29.82
STD	ComplEx	HITS@10	0.7	34.07
STD	ComplEx	HITS@10	0.8	39.91
STD	ComplEx	HITS@10	0.9	36.78
STD	ComplEx	HITS@10	1.0	13.34
STD	ComplEx	MR	0.1	38684.16
STD	ComplEx	MR	0.2	24176.62
STD	ComplEx	MR	0.3	14022.74
STD	ComplEx	MR	0.4	10617.03
STD	ComplEx	MR	0.5	7445.18
STD	ComplEx	MR	0.6	6543.82
STD	ComplEx	MR	0.7	4437.79
STD	ComplEx	MR	0.8	3480.40
STD	ComplEx	MR	0.9	2728.15
STD	ComplEx	MR	1.0	2169.31
STD	ComplEx	HITS@1	0.1	0.67
STD	ComplEx	HITS@1	0.2	3.67
STD	ComplEx	HITS@1	0.3	5.10
STD	ComplEx	HITS@1	0.4	6.39
STD	ComplEx	HITS@1	0.5	7.40
STD	ComplEx	HITS@1	0.6	8.69
STD	ComplEx	HITS@1	0.7	11.65
STD	ComplEx	HITS@1	0.8	14.79
STD	ComplEx	HITS@1	0.9	8.73
STD	ComplEx	HITS@1	1.0	1.21
STD	DistMult	HITS@5	0.1	2.66
STD	DistMult	HITS@5	0.2	7.91
STD	DistMult	HITS@5	0.3	12.41
STD	DistMult	HITS@5	0.4	16.42
STD	DistMult	HITS@5	0.5	20.32
STD	DistMult	HITS@5	0.6	24.79
STD	DistMult	HITS@5	0.7	28.40
STD	DistMult	HITS@5	0.8	33.67
STD	DistMult	HITS@5	0.9	28.09
STD	DistMult	HITS@5	1.0	31.84
STD	DistMult	MRR	0.1	0.021
STD	DistMult	MRR	0.2	0.054
STD	DistMult	MRR	0.3	0.089
STD	DistMult	MRR	0.4	0.112
STD	DistMult	MRR	0.5	0.138
STD	DistMult	MRR	0.6	0.168
STD	DistMult	MRR	0.7	0.193
STD	DistMult	MRR	0.8	0.234
STD	DistMult	MRR	0.9	0.188
STD	DistMult	MRR	1.0	0.178
STD	DistMult	HITS@3	0.1	2.17
STD	DistMult	HITS@3	0.2	6.02
STD	DistMult	HITS@3	0.3	10.62
STD	DistMult	HITS@3	0.4	13.66
STD	DistMult	HITS@3	0.5	16.64
STD	DistMult	HITS@3	0.6	20.17
STD	DistMult	HITS@3	0.7	23.04
STD	DistMult	HITS@3	0.8	28.42
STD	DistMult	HITS@3	0.9	21.90
STD	DistMult	HITS@3	1.0	23.46
STD	DistMult	HITS@10	0.1	3.62
STD	DistMult	HITS@10	0.2	10.51
STD	DistMult	HITS@10	0.3	15.17
STD	DistMult	HITS@10	0.4	20.28
STD	DistMult	HITS@10	0.5	24.94
STD	DistMult	HITS@10	0.6	29.79
STD	DistMult	HITS@10	0.7	34.47
STD	DistMult	HITS@10	0.8	39.85
STD	DistMult	HITS@10	0.9	36.70
STD	DistMult	HITS@10	1.0	41.33
STD	DistMult	MR	0.1	37897.84
STD	DistMult	MR	0.2	23214.01
STD	DistMult	MR	0.3	14965.25
STD	DistMult	MR	0.4	10871.62
STD	DistMult	MR	0.5	8528.02
STD	DistMult	MR	0.6	7484.73
STD	DistMult	MR	0.7	4597.54
STD	DistMult	MR	0.8	3217.76
STD	DistMult	MR	0.9	2784.22
STD	DistMult	MR	1.0	2281.81
STD	DistMult	HITS@1	0.1	1.26
STD	DistMult	HITS@1	0.2	3.41
STD	DistMult	HITS@1	0.3	5.25
STD	DistMult	HITS@1	0.4	6.35
STD	DistMult	HITS@1	0.5	7.65
STD	DistMult	HITS@1	0.6	9.63
STD	DistMult	HITS@1	0.7	11.07
STD	DistMult	HITS@1	0.8	14.26
STD	DistMult	HITS@1	0.9	9.88
STD	DistMult	HITS@1	1.0	5.43
SMPL	TransE	HITS@5	0.1	3.08
SMPL	TransE	HITS@5	0.2	3.34
SMPL	TransE	HITS@5	0.3	5.42
SMPL	TransE	HITS@5	0.4	4.54
SMPL	TransE	HITS@5	0.5	4.83
SMPL	TransE	HITS@5	0.6	4.85
SMPL	TransE	HITS@5	0.7	7.78
SMPL	TransE	HITS@5	0.8	6.26
SMPL	TransE	HITS@5	0.9	5.68
SMPL	TransE	HITS@5	1.0	5.28
SMPL	TransE	MRR	0.1	0.026
SMPL	TransE	MRR	0.2	0.030
SMPL	TransE	MRR	0.3	0.047
SMPL	TransE	MRR	0.4	0.038
SMPL	TransE	MRR	0.5	0.038
SMPL	TransE	MRR	0.6	0.041
SMPL	TransE	MRR	0.7	0.065
SMPL	TransE	MRR	0.8	0.052
SMPL	TransE	MRR	0.9	0.041
SMPL	TransE	MRR	1.0	0.041
SMPL	TransE	HITS@3	0.1	2.41
SMPL	TransE	HITS@3	0.2	2.58
SMPL	TransE	HITS@3	0.3	4.30
SMPL	TransE	HITS@3	0.4	3.29
SMPL	TransE	HITS@3	0.5	3.37
SMPL	TransE	HITS@3	0.6	3.98
SMPL	TransE	HITS@3	0.7	6.09
SMPL	TransE	HITS@3	0.8	4.76
SMPL	TransE	HITS@3	0.9	4.13
SMPL	TransE	HITS@3	1.0	3.53
SMPL	TransE	HITS@10	0.1	4.67
SMPL	TransE	HITS@10	0.2	5.95
SMPL	TransE	HITS@10	0.3	7.89
SMPL	TransE	HITS@10	0.4	7.51
SMPL	TransE	HITS@10	0.5	7.80
SMPL	TransE	HITS@10	0.6	7.20
SMPL	TransE	HITS@10	0.7	10.79
SMPL	TransE	HITS@10	0.8	8.82
SMPL	TransE	HITS@10	0.9	8.78
SMPL	TransE	HITS@10	1.0	8.27
SMPL	TransE	MR	0.1	22293.30
SMPL	TransE	MR	0.2	11882.45
SMPL	TransE	MR	0.3	7440.23
SMPL	TransE	MR	0.4	5970.86
SMPL	TransE	MR	0.5	5190.77
SMPL	TransE	MR	0.6	4294.97
SMPL	TransE	MR	0.7	4102.87
SMPL	TransE	MR	0.8	3821.71
SMPL	TransE	MR	0.9	3679.34
SMPL	TransE	MR	1.0	3454.84
SMPL	TransE	HITS@1	0.1	1.70
SMPL	TransE	HITS@1	0.2	1.79
SMPL	TransE	HITS@1	0.3	2.75
SMPL	TransE	HITS@1	0.4	2.42
SMPL	TransE	HITS@1	0.5	2.24
SMPL	TransE	HITS@1	0.6	2.75
SMPL	TransE	HITS@1	0.7	4.04
SMPL	TransE	HITS@1	0.8	2.95
SMPL	TransE	HITS@1	0.9	2.49
SMPL	TransE	HITS@1	1.0	2.65
SMPL	ComplEx	HITS@5	0.1	4.16
SMPL	ComplEx	HITS@5	0.2	8.26
SMPL	ComplEx	HITS@5	0.3	13.14
SMPL	ComplEx	HITS@5	0.4	16.96
SMPL	ComplEx	HITS@5	0.5	20.57
SMPL	ComplEx	HITS@5	0.6	24.68
SMPL	ComplEx	HITS@5	0.7	29.37
SMPL	ComplEx	HITS@5	0.8	33.06
SMPL	ComplEx	HITS@5	0.9	27.99
SMPL	ComplEx	HITS@5	1.0	7.22
SMPL	ComplEx	MRR	0.1	0.026
SMPL	ComplEx	MRR	0.2	0.062
SMPL	ComplEx	MRR	0.3	0.093
SMPL	ComplEx	MRR	0.4	0.110
SMPL	ComplEx	MRR	0.5	0.139
SMPL	ComplEx	MRR	0.6	0.167
SMPL	ComplEx	MRR	0.7	0.200
SMPL	ComplEx	MRR	0.8	0.235
SMPL	ComplEx	MRR	0.9	0.180
SMPL	ComplEx	MRR	1.0	0.054
SMPL	ComplEx	HITS@3	0.1	3.39
SMPL	ComplEx	HITS@3	0.2	7.09
SMPL	ComplEx	HITS@3	0.3	10.23
SMPL	ComplEx	HITS@3	0.4	13.60
SMPL	ComplEx	HITS@3	0.5	16.79
SMPL	ComplEx	HITS@3	0.6	20.15
SMPL	ComplEx	HITS@3	0.7	23.86
SMPL	ComplEx	HITS@3	0.8	27.94
SMPL	ComplEx	HITS@3	0.9	21.29
SMPL	ComplEx	HITS@3	1.0	4.35
SMPL	ComplEx	HITS@10	0.1	5.18
SMPL	ComplEx	HITS@10	0.2	10.85
SMPL	ComplEx	HITS@10	0.3	17.04
SMPL	ComplEx	HITS@10	0.4	21.34
SMPL	ComplEx	HITS@10	0.5	26.13
SMPL	ComplEx	HITS@10	0.6	30.17
SMPL	ComplEx	HITS@10	0.7	35.59
SMPL	ComplEx	HITS@10	0.8	39.91
SMPL	ComplEx	HITS@10	0.9	36.78
SMPL	ComplEx	HITS@10	1.0	13.74
SMPL	ComplEx	MR	0.1	36834.87
SMPL	ComplEx	MR	0.2	23222.00
SMPL	ComplEx	MR	0.3	14022.74
SMPL	ComplEx	MR	0.4	10617.03
SMPL	ComplEx	MR	0.5	7480.93
SMPL	ComplEx	MR	0.6	6548.18
SMPL	ComplEx	MR	0.7	4280.22
SMPL	ComplEx	MR	0.8	3480.40
SMPL	ComplEx	MR	0.9	2728.15
SMPL	ComplEx	MR	1.0	2129.76
SMPL	ComplEx	HITS@1	0.1	1.17
SMPL	ComplEx	HITS@1	0.2	3.85
SMPL	ComplEx	HITS@1	0.3	5.10
SMPL	ComplEx	HITS@1	0.4	6.40
SMPL	ComplEx	HITS@1	0.5	8.02
SMPL	ComplEx	HITS@1	0.6	9.39
SMPL	ComplEx	HITS@1	0.7	11.29
SMPL	ComplEx	HITS@1	0.8	14.79
SMPL	ComplEx	HITS@1	0.9	8.73
SMPL	ComplEx	HITS@1	1.0	1.36
SMPL	DistMult	HITS@5	0.1	3.79
SMPL	DistMult	HITS@5	0.2	8.67
SMPL	DistMult	HITS@5	0.3	12.84
SMPL	DistMult	HITS@5	0.4	17.19
SMPL	DistMult	HITS@5	0.5	20.95
SMPL	DistMult	HITS@5	0.6	24.58
SMPL	DistMult	HITS@5	0.7	28.56
SMPL	DistMult	HITS@5	0.8	33.40
SMPL	DistMult	HITS@5	0.9	28.09
SMPL	DistMult	HITS@5	1.0	31.84
SMPL	DistMult	MRR	0.1	0.025
SMPL	DistMult	MRR	0.2	0.063
SMPL	DistMult	MRR	0.3	0.090
SMPL	DistMult	MRR	0.4	0.113
SMPL	DistMult	MRR	0.5	0.141
SMPL	DistMult	MRR	0.6	0.163
SMPL	DistMult	MRR	0.7	0.195
SMPL	DistMult	MRR	0.8	0.240
SMPL	DistMult	MRR	0.9	0.185
SMPL	DistMult	MRR	1.0	0.175
SMPL	DistMult	HITS@3	0.1	2.88
SMPL	DistMult	HITS@3	0.2	7.13
SMPL	DistMult	HITS@3	0.3	10.48
SMPL	DistMult	HITS@3	0.4	13.53
SMPL	DistMult	HITS@3	0.5	16.72
SMPL	DistMult	HITS@3	0.6	20.17
SMPL	DistMult	HITS@3	0.7	23.62
SMPL	DistMult	HITS@3	0.8	28.39
SMPL	DistMult	HITS@3	0.9	21.90
SMPL	DistMult	HITS@3	1.0	23.46
SMPL	DistMult	HITS@10	0.1	4.91
SMPL	DistMult	HITS@10	0.2	11.08
SMPL	DistMult	HITS@10	0.3	16.34
SMPL	DistMult	HITS@10	0.4	21.29
SMPL	DistMult	HITS@10	0.5	24.64
SMPL	DistMult	HITS@10	0.6	29.86
SMPL	DistMult	HITS@10	0.7	34.39
SMPL	DistMult	HITS@10	0.8	39.81
SMPL	DistMult	HITS@10	0.9	36.70
SMPL	DistMult	HITS@10	1.0	41.33
SMPL	DistMult	MR	0.1	36519.17
SMPL	DistMult	MR	0.2	22599.64
SMPL	DistMult	MR	0.3	14786.99
SMPL	DistMult	MR	0.4	10248.66
SMPL	DistMult	MR	0.5	8469.80
SMPL	DistMult	MR	0.6	6460.90
SMPL	DistMult	MR	0.7	4291.53
SMPL	DistMult	MR	0.8	3217.76
SMPL	DistMult	MR	0.9	2784.22
SMPL	DistMult	MR	1.0	1962.30
SMPL	DistMult	HITS@1	0.1	1.29
SMPL	DistMult	HITS@1	0.2	3.44
SMPL	DistMult	HITS@1	0.3	5.19
SMPL	DistMult	HITS@1	0.4	6.42
SMPL	DistMult	HITS@1	0.5	7.36
SMPL	DistMult	HITS@1	0.6	9.05
SMPL	DistMult	HITS@1	0.7	11.21
SMPL	DistMult	HITS@1	0.8	15.14
SMPL	DistMult	HITS@1	0.9	9.55
SMPL	DistMult	HITS@1	1.0	6.43
LOG	TransE	HITS@5	0.1	2.20
LOG	TransE	HITS@5	0.2	2.90
LOG	TransE	HITS@5	0.3	2.55
LOG	TransE	HITS@5	0.4	2.62
LOG	TransE	HITS@5	0.5	2.67
LOG	TransE	HITS@5	0.6	2.98
LOG	TransE	HITS@5	0.7	3.66
LOG	TransE	HITS@5	0.8	3.29
LOG	TransE	HITS@5	0.9	3.82
LOG	TransE	HITS@5	1.0	3.50
LOG	TransE	MRR	0.1	0.015
LOG	TransE	MRR	0.2	0.024
LOG	TransE	MRR	0.3	0.020
LOG	TransE	MRR	0.4	0.021
LOG	TransE	MRR	0.5	0.022
LOG	TransE	MRR	0.6	0.024
LOG	TransE	MRR	0.7	0.033
LOG	TransE	MRR	0.8	0.026
LOG	TransE	MRR	0.9	0.037
LOG	TransE	MRR	1.0	0.027
LOG	TransE	HITS@3	0.1	1.46
LOG	TransE	HITS@3	0.2	2.14
LOG	TransE	HITS@3	0.3	1.68
LOG	TransE	HITS@3	0.4	1.70
LOG	TransE	HITS@3	0.5	1.75
LOG	TransE	HITS@3	0.6	1.77
LOG	TransE	HITS@3	0.7	2.57
LOG	TransE	HITS@3	0.8	2.02
LOG	TransE	HITS@3	0.9	3.09
LOG	TransE	HITS@3	1.0	1.99
LOG	TransE	HITS@10	0.1	3.26
LOG	TransE	HITS@10	0.2	4.64
LOG	TransE	HITS@10	0.3	4.48
LOG	TransE	HITS@10	0.4	4.40
LOG	TransE	HITS@10	0.5	4.36
LOG	TransE	HITS@10	0.6	4.73
LOG	TransE	HITS@10	0.7	6.21
LOG	TransE	HITS@10	0.8	5.79
LOG	TransE	HITS@10	0.9	6.12
LOG	TransE	HITS@10	1.0	6.13
LOG	TransE	MR	0.1	23363.28
LOG	TransE	MR	0.2	12092.54
LOG	TransE	MR	0.3	7755.92
LOG	TransE	MR	0.4	6186.65
LOG	TransE	MR	0.5	5247.92
LOG	TransE	MR	0.6	4564.88
LOG	TransE	MR	0.7	3986.25
LOG	TransE	MR	0.8	3602.80
LOG	TransE	MR	0.9	3558.80
LOG	TransE	MR	1.0	3206.60
LOG	TransE	HITS@1	0.1	0.90
LOG	TransE	HITS@1	0.2	0.97
LOG	TransE	HITS@1	0.3	0.56
LOG	TransE	HITS@1	0.4	1.07
LOG	TransE	HITS@1	0.5	0.55
LOG	TransE	HITS@1	0.6	0.93
LOG	TransE	HITS@1	0.7	1.36
LOG	TransE	HITS@1	0.8	1.05
LOG	TransE	HITS@1	0.9	2.12
LOG	TransE	HITS@1	1.0	0.61
LOG	ComplEx	HITS@5	0.1	3.09
LOG	ComplEx	HITS@5	0.2	8.82
LOG	ComplEx	HITS@5	0.3	12.46
LOG	ComplEx	HITS@5	0.4	15.42
LOG	ComplEx	HITS@5	0.5	18.67
LOG	ComplEx	HITS@5	0.6	20.73
LOG	ComplEx	HITS@5	0.7	24.38
LOG	ComplEx	HITS@5	0.8	27.48
LOG	ComplEx	HITS@5	0.9	30.97
LOG	ComplEx	HITS@5	1.0	36.13
LOG	ComplEx	MRR	0.1	0.019
LOG	ComplEx	MRR	0.2	0.064
LOG	ComplEx	MRR	0.3	0.087
LOG	ComplEx	MRR	0.4	0.106
LOG	ComplEx	MRR	0.5	0.128
LOG	ComplEx	MRR	0.6	0.137
LOG	ComplEx	MRR	0.7	0.170
LOG	ComplEx	MRR	0.8	0.194
LOG	ComplEx	MRR	0.9	0.218
LOG	ComplEx	MRR	1.0	0.228
LOG	ComplEx	HITS@3	0.1	2.40
LOG	ComplEx	HITS@3	0.2	7.20
LOG	ComplEx	HITS@3	0.3	9.91
LOG	ComplEx	HITS@3	0.4	12.19
LOG	ComplEx	HITS@3	0.5	14.56
LOG	ComplEx	HITS@3	0.6	15.71
