Method	Model	Metric	Fraction	Result
ADV	ComplEx	HITS@5	0.8	45.91
ADV	ComplEx	HITS@5	0.9	50.56
ADV	ComplEx	HITS@5	1.0	54.90
ADV	ComplEx	HITS@3	0.1	6.09
ADV	ComplEx	HITS@3	0.2	12.83
ADV	ComplEx	HITS@3	0.3	17.79
ADV	ComplEx	HITS@3	0.4	21.75
ADV	ComplEx	HITS@3	0.5	25.29
ADV	ComplEx	HITS@3	0.6	29.52
ADV	ComplEx	HITS@3	0.7	33.10
ADV	ComplEx	HITS@3	0.8	40.13
ADV	ComplEx	HITS@3	0.9	44.72
ADV	ComplEx	HITS@3	1.0	51.17
ADV	ComplEx	MRR	0.1	0.057
ADV	ComplEx	MRR	0.2	0.115
ADV	ComplEx	MRR	0.3	0.151
ADV	ComplEx	MRR	0.4	0.180
ADV	ComplEx	MRR	0.5	0.200
ADV	ComplEx	MRR	0.6	0.223
ADV	ComplEx	MRR	0.7	0.224
ADV	ComplEx	MRR	0.8	0.303
ADV	ComplEx	MRR	0.9	0.311
ADV	ComplEx	MRR	1.0	0.370
ADV	TransE	HITS@1	0.1	2.74
ADV	TransE	HITS@1	0.2	2.41
ADV	TransE	HITS@1	0.3	2.83
ADV	TransE	HITS@1	0.4	4.87
ADV	TransE	HITS@1	0.5	3.41
ADV	TransE	HITS@1	0.6	4.83
ADV	TransE	HITS@1	0.7	5.61
ADV	TransE	HITS@1	0.8	6.15
ADV	TransE	HITS@1	0.9	4.67
ADV	TransE	HITS@1	1.0	5.31
ADV	TransE	HITS@10	0.1	9.85
ADV	TransE	HITS@10	0.2	12.29
ADV	TransE	HITS@10	0.3	13.04
ADV	TransE	HITS@10	0.4	17.71
ADV	TransE	HITS@10	0.5	15.25
ADV	TransE	HITS@10	0.6	17.31
ADV	TransE	HITS@10	0.7	20.51
ADV	TransE	HITS@10	0.8	21.88
ADV	TransE	HITS@10	0.9	26.56
ADV	TransE	HITS@10	1.0	26.74
ADV	TransE	MR	0.1	8074.52
ADV	TransE	MR	0.2	4280.30
ADV	TransE	MR	0.3	2747.39
ADV	TransE	MR	0.4	1999.24
ADV	TransE	MR	0.5	1737.56
ADV	TransE	MR	0.6	1502.15
ADV	TransE	MR	0.7	1436.38
ADV	TransE	MR	0.8	1366.74
ADV	TransE	MR	0.9	1304.49
ADV	TransE	MR	1.0	1292.28
ADV	TransE	HITS@5	0.1	7.19
ADV	TransE	HITS@5	0.2	8.53
ADV	TransE	HITS@5	0.3	8.70
ADV	TransE	HITS@5	0.4	12.97
ADV	TransE	HITS@5	0.5	10.61
ADV	TransE	HITS@5	0.6	12.42
ADV	TransE	HITS@5	0.7	14.70
ADV	TransE	HITS@5	0.8	16.27
ADV	TransE	HITS@5	0.9	20.32
ADV	TransE	HITS@5	1.0	20.16
ADV	TransE	HITS@3	0.1	5.62
ADV	TransE	HITS@3	0.2	6.11
ADV	TransE	HITS@3	0.3	6.41
ADV	TransE	HITS@3	0.4	10.12
ADV	TransE	HITS@3	0.5	7.88
ADV	TransE	HITS@3	0.6	9.55
ADV	TransE	HITS@3	0.7	11.30
ADV	TransE	HITS@3	0.8	12.71
ADV	TransE	HITS@3	0.9	15.35
ADV	TransE	HITS@3	1.0	16.11
ADV	TransE	MRR	0.1	0.051
ADV	TransE	MRR	0.2	0.058
ADV	TransE	MRR	0.3	0.063
ADV	TransE	MRR	0.4	0.093
ADV	TransE	MRR	0.5	0.075
ADV	TransE	MRR	0.6	0.092
ADV	TransE	MRR	0.7	0.106
ADV	TransE	MRR	0.8	0.116
ADV	TransE	MRR	0.9	0.124
ADV	TransE	MRR	1.0	0.129
STD	DistMult	HITS@1	0.1	3.45
STD	DistMult	HITS@1	0.2	6.73
STD	DistMult	HITS@1	0.3	8.86
STD	DistMult	HITS@1	0.4	10.19
STD	DistMult	HITS@1	0.5	11.98
STD	DistMult	HITS@1	0.6	13.85
STD	DistMult	HITS@1	0.7	14.42
STD	DistMult	HITS@1	0.8	18.21
STD	DistMult	HITS@1	0.9	19.77
STD	DistMult	HITS@1	1.0	26.20
STD	DistMult	HITS@10	0.1	7.51
STD	DistMult	HITS@10	0.2	16.63
STD	DistMult	HITS@10	0.3	23.51
STD	DistMult	HITS@10	0.4	29.44
STD	DistMult	HITS@10	0.5	34.35
STD	DistMult	HITS@10	0.6	39.72
STD	DistMult	HITS@10	0.7	43.13
STD	DistMult	HITS@10	0.8	47.29
STD	DistMult	HITS@10	0.9	51.42
STD	DistMult	HITS@10	1.0	55.56
STD	DistMult	MR	0.1	11807.39
STD	DistMult	MR	0.2	8124.81
STD	DistMult	MR	0.3	5957.84
STD	DistMult	MR	0.4	4636.32
STD	DistMult	MR	0.5	3656.39
STD	DistMult	MR	0.6	2916.03
STD	DistMult	MR	0.7	2524.65
STD	DistMult	MR	0.8	2273.79
STD	DistMult	MR	0.9	1834.41
STD	DistMult	MR	1.0	1502.90
STD	DistMult	HITS@5	0.1	6.67
STD	DistMult	HITS@5	0.2	14.24
STD	DistMult	HITS@5	0.3	20.05
STD	DistMult	HITS@5	0.4	24.85
STD	DistMult	HITS@5	0.5	28.77
STD	DistMult	HITS@5	0.6	33.26
STD	DistMult	HITS@5	0.7	37.16
STD	DistMult	HITS@5	0.8	41.14
STD	DistMult	HITS@5	0.9	45.49
STD	DistMult	HITS@5	1.0	50.57
STD	DistMult	HITS@3	0.1	5.79
STD	DistMult	HITS@3	0.2	11.94
STD	DistMult	HITS@3	0.3	16.78
STD	DistMult	HITS@3	0.4	20.48
STD	DistMult	HITS@3	0.5	23.40
STD	DistMult	HITS@3	0.6	27.25
STD	DistMult	HITS@3	0.7	29.89
STD	DistMult	HITS@3	0.8	34.58
STD	DistMult	HITS@3	0.9	38.75
STD	DistMult	HITS@3	1.0	44.44
STD	DistMult	MRR	0.1	0.049
STD	DistMult	MRR	0.2	0.101
STD	DistMult	MRR	0.3	0.139
STD	DistMult	MRR	0.4	0.168
STD	DistMult	MRR	0.5	0.194
STD	DistMult	MRR	0.6	0.225
STD	DistMult	MRR	0.7	0.243
STD	DistMult	MRR	0.8	0.283
STD	DistMult	MRR	0.9	0.310
STD	DistMult	MRR	1.0	0.369
STD	ComplEx	HITS@1	0.1	3.40
STD	ComplEx	HITS@1	0.2	7.04
STD	ComplEx	HITS@1	0.3	9.02
STD	ComplEx	HITS@1	0.4	10.84
STD	ComplEx	HITS@1	0.5	10.82
STD	ComplEx	HITS@1	0.6	9.43
STD	ComplEx	HITS@1	0.7	13.05
STD	ComplEx	HITS@1	0.8	9.46
STD	ComplEx	HITS@1	0.9	15.76
STD	ComplEx	HITS@1	1.0	18.64
STD	ComplEx	HITS@10	0.1	5.93
STD	ComplEx	HITS@10	0.2	15.13
STD	ComplEx	HITS@10	0.3	23.57
STD	ComplEx	HITS@10	0.4	28.98
STD	ComplEx	HITS@10	0.5	35.13
STD	ComplEx	HITS@10	0.6	39.66
STD	ComplEx	HITS@10	0.7	44.92
STD	ComplEx	HITS@10	0.8	48.73
STD	ComplEx	HITS@10	0.9	52.32
STD	ComplEx	HITS@10	1.0	56.85
STD	ComplEx	MR	0.1	12260.36
STD	ComplEx	MR	0.2	8329.42
STD	ComplEx	MR	0.3	6123.41
STD	ComplEx	MR	0.4	4721.23
STD	ComplEx	MR	0.5	3686.63
STD	ComplEx	MR	0.6	2986.07
STD	ComplEx	MR	0.7	2394.59
STD	ComplEx	MR	0.8	2128.18
STD	ComplEx	MR	0.9	1802.66
STD	ComplEx	MR	1.0	1468.95
STD	ComplEx	HITS@5	0.1	5.29
STD	ComplEx	HITS@5	0.2	13.34
STD	ComplEx	HITS@5	0.3	20.39
STD	ComplEx	HITS@5	0.4	25.22
STD	ComplEx	HITS@5	0.5	30.27
STD	ComplEx	HITS@5	0.6	34.76
STD	ComplEx	HITS@5	0.7	39.77
STD	ComplEx	HITS@5	0.8	44.17
STD	ComplEx	HITS@5	0.9	48.83
STD	ComplEx	HITS@5	1.0	54.21
STD	ComplEx	HITS@3	0.1	4.84
STD	ComplEx	HITS@3	0.2	11.73
STD	ComplEx	HITS@3	0.3	17.07
STD	ComplEx	HITS@3	0.4	20.99
STD	ComplEx	HITS@3	0.5	24.47
STD	ComplEx	HITS@3	0.6	28.32
STD	ComplEx	HITS@3	0.7	32.72
STD	ComplEx	HITS@3	0.8	37.04
STD	ComplEx	HITS@3	0.9	42.57
STD	ComplEx	HITS@3	1.0	49.86
STD	ComplEx	MRR	0.1	0.044
STD	ComplEx	MRR	0.2	0.100
STD	ComplEx	MRR	0.3	0.141
STD	ComplEx	MRR	0.4	0.171
STD	ComplEx	MRR	0.5	0.193
STD	ComplEx	MRR	0.6	0.203
STD	ComplEx	MRR	0.7	0.245
STD	ComplEx	MRR	0.8	0.245
STD	ComplEx	MRR	0.9	0.302
STD	ComplEx	MRR	1.0	0.349
STD	TransE	HITS@1	0.1	1.53
STD	TransE	HITS@1	0.2	2.02
STD	TransE	HITS@1	0.3	2.38
STD	TransE	HITS@1	0.4	2.54
STD	TransE	HITS@1	0.5	2.95
STD	TransE	HITS@1	0.6	3.27
STD	TransE	HITS@1	0.7	3.48
STD	TransE	HITS@1	0.8	3.34
STD	TransE	HITS@1	0.9	3.38
STD	TransE	HITS@1	1.0	3.65
STD	TransE	HITS@10	0.1	10.87
STD	TransE	HITS@10	0.2	15.56
STD	TransE	HITS@10	0.3	17.63
STD	TransE	HITS@10	0.4	18.79
STD	TransE	HITS@10	0.5	19.27
STD	TransE	HITS@10	0.6	20.60
STD	TransE	HITS@10	0.7	21.51
STD	TransE	HITS@10	0.8	20.69
STD	TransE	HITS@10	0.9	20.76
STD	TransE	HITS@10	1.0	21.20
STD	TransE	MR	0.1	8312.69
STD	TransE	MR	0.2	4347.01
STD	TransE	MR	0.3	2752.36
STD	TransE	MR	0.4	2017.05
STD	TransE	MR	0.5	1697.40
STD	TransE	MR	0.6	1475.72
STD	TransE	MR	0.7	1360.93
STD	TransE	MR	0.8	1329.33
STD	TransE	MR	0.9	1242.78
STD	TransE	MR	1.0	1194.90
STD	TransE	HITS@5	0.1	8.10
STD	TransE	HITS@5	0.2	11.49
STD	TransE	HITS@5	0.3	12.88
STD	TransE	HITS@5	0.4	13.70
STD	TransE	HITS@5	0.5	13.89
STD	TransE	HITS@5	0.6	14.88
STD	TransE	HITS@5	0.7	15.44
STD	TransE	HITS@5	0.8	14.20
STD	TransE	HITS@5	0.9	14.60
STD	TransE	HITS@5	1.0	14.83
STD	TransE	HITS@3	0.1	5.70
STD	TransE	HITS@3	0.2	7.96
STD	TransE	HITS@3	0.3	9.01
STD	TransE	HITS@3	0.4	9.82
STD	TransE	HITS@3	0.5	9.98
STD	TransE	HITS@3	0.6	10.37
STD	TransE	HITS@3	0.7	11.08
STD	TransE	HITS@3	0.8	10.27
STD	TransE	HITS@3	0.9	10.62
STD	TransE	HITS@3	1.0	11.21
STD	TransE	MRR	0.1	0.047
STD	TransE	MRR	0.2	0.067
STD	TransE	MRR	0.3	0.077
STD	TransE	MRR	0.4	0.081
STD	TransE	MRR	0.5	0.086
STD	TransE	MRR	0.6	0.091
STD	TransE	MRR	0.7	0.096
STD	TransE	MRR	0.8	0.091
STD	TransE	MRR	0.9	0.093
STD	TransE	MRR	1.0	0.097
SMPL	DistMult	HITS@1	0.1	4.58
SMPL	DistMult	HITS@1	0.2	7.13
SMPL	DistMult	HITS@1	0.3	9.26
SMPL	DistMult	HITS@1	0.4	10.83
SMPL	DistMult	HITS@1	0.5	12.11
SMPL	DistMult	HITS@1	0.6	14.70
SMPL	DistMult	HITS@1	0.7	16.17
SMPL	DistMult	HITS@1	0.8	18.68
SMPL	DistMult	HITS@1	0.9	22.65
SMPL	DistMult	HITS@1	1.0	28.15
SMPL	DistMult	HITS@10	0.1	9.31
SMPL	DistMult	HITS@10	0.2	18.39
SMPL	DistMult	HITS@10	0.3	25.01
SMPL	DistMult	HITS@10	0.4	30.88
SMPL	DistMult	HITS@10	0.5	35.27
SMPL	DistMult	HITS@10	0.6	41.03
SMPL	DistMult	HITS@10	0.7	44.60
SMPL	DistMult	HITS@10	0.8	48.23
SMPL	DistMult	HITS@10	0.9	51.96
SMPL	DistMult	HITS@10	1.0	56.24
SMPL	DistMult	MR	0.1	10852.20
SMPL	DistMult	MR	0.2	7935.79
SMPL	DistMult	MR	0.3	5968.03
SMPL	DistMult	MR	0.4	4829.15
SMPL	DistMult	MR	0.5	3760.01
SMPL	DistMult	MR	0.6	2995.01
SMPL	DistMult	MR	0.7	2602.29
SMPL	DistMult	MR	0.8	2282.44
SMPL	DistMult	MR	0.9	2001.61
SMPL	DistMult	MR	1.0	1633.97
SMPL	DistMult	HITS@5	0.1	8.43
SMPL	DistMult	HITS@5	0.2	15.50
SMPL	DistMult	HITS@5	0.3	20.90
SMPL	DistMult	HITS@5	0.4	25.54
SMPL	DistMult	HITS@5	0.5	29.28
SMPL	DistMult	HITS@5	0.6	34.50
SMPL	DistMult	HITS@5	0.7	38.20
SMPL	DistMult	HITS@5	0.8	42.05
SMPL	DistMult	HITS@5	0.9	46.30
SMPL	DistMult	HITS@5	1.0	50.79
SMPL	DistMult	HITS@3	0.1	7.53
SMPL	DistMult	HITS@3	0.2	13.01
SMPL	DistMult	HITS@3	0.3	17.21
SMPL	DistMult	HITS@3	0.4	20.85
SMPL	DistMult	HITS@3	0.5	23.78
SMPL	DistMult	HITS@3	0.6	28.62
SMPL	DistMult	HITS@3	0.7	31.61
SMPL	DistMult	HITS@3	0.8	35.10
SMPL	DistMult	HITS@3	0.9	40.06
SMPL	DistMult	HITS@3	1.0	45.09
SMPL	DistMult	MRR	0.1	0.064
SMPL	DistMult	MRR	0.2	0.110
SMPL	DistMult	MRR	0.3	0.146
SMPL	DistMult	MRR	0.4	0.176
SMPL	DistMult	MRR	0.5	0.199
SMPL	DistMult	MRR	0.6	0.236
SMPL	DistMult	MRR	0.7	0.259
SMPL	DistMult	MRR	0.8	0.289
SMPL	DistMult	MRR	0.9	0.330
SMPL	DistMult	MRR	1.0	0.383
SMPL	ComplEx	HITS@1	0.1	4.04
SMPL	ComplEx	HITS@1	0.2	7.83
SMPL	ComplEx	HITS@1	0.3	10.42
SMPL	ComplEx	HITS@1	0.4	12.79
SMPL	ComplEx	HITS@1	0.5	15.21
SMPL	ComplEx	HITS@1	0.6	17.44
SMPL	ComplEx	HITS@1	0.7	19.50
SMPL	ComplEx	HITS@1	0.8	20.39
SMPL	ComplEx	HITS@1	0.9	20.16
SMPL	ComplEx	HITS@1	1.0	27.03
SMPL	ComplEx	HITS@10	0.1	9.20
SMPL	ComplEx	HITS@10	0.2	17.54
SMPL	ComplEx	HITS@10	0.3	25.55
SMPL	ComplEx	HITS@10	0.4	31.27
SMPL	ComplEx	HITS@10	0.5	36.83
SMPL	ComplEx	HITS@10	0.6	41.95
SMPL	ComplEx	HITS@10	0.7	45.58
SMPL	ComplEx	HITS@10	0.8	49.75
SMPL	ComplEx	HITS@10	0.9	53.18
SMPL	ComplEx	HITS@10	1.0	57.25
SMPL	ComplEx	MR	0.1	10918.38
SMPL	ComplEx	MR	0.2	7567.81
SMPL	ComplEx	MR	0.3	5514.21
SMPL	ComplEx	MR	0.4	4398.75
SMPL	ComplEx	MR	0.5	3516.06
SMPL	ComplEx	MR	0.6	3021.62
SMPL	ComplEx	MR	0.7	2822.10
SMPL	ComplEx	MR	0.8	2497.82
SMPL	ComplEx	MR	0.9	2062.75
SMPL	ComplEx	MR	1.0	1785.56
SMPL	ComplEx	HITS@5	0.1	7.47
SMPL	ComplEx	HITS@5	0.2	14.59
SMPL	ComplEx	HITS@5	0.3	21.48
SMPL	ComplEx	HITS@5	0.4	26.60
SMPL	ComplEx	HITS@5	0.5	31.56
SMPL	ComplEx	HITS@5	0.6	36.07
SMPL	ComplEx	HITS@5	0.7	40.23
SMPL	ComplEx	HITS@5	0.8	44.98
SMPL	ComplEx	HITS@5	0.9	48.90
SMPL	ComplEx	HITS@5	1.0	54.33
SMPL	ComplEx	HITS@3	0.1	6.23
SMPL	ComplEx	HITS@3	0.2	12.50
SMPL	ComplEx	HITS@3	0.3	18.07
SMPL	ComplEx	HITS@3	0.4	22.48
SMPL	ComplEx	HITS@3	0.5	26.78
SMPL	ComplEx	HITS@3	0.6	30.52
SMPL	ComplEx	HITS@3	0.7	34.77
SMPL	ComplEx	HITS@3	0.8	39.35
SMPL	ComplEx	HITS@3	0.9	43.18
SMPL	ComplEx	HITS@3	1.0	50.55
SMPL	ComplEx	MRR	0.1	0.057
SMPL	ComplEx	MRR	0.2	0.112
SMPL	ComplEx	MRR	0.3	0.157
SMPL	ComplEx	MRR	0.4	0.192
SMPL	ComplEx	MRR	0.5	0.227
SMPL	ComplEx	MRR	0.6	0.258
SMPL	ComplEx	MRR	0.7	0.288
SMPL	ComplEx	MRR	0.8	0.313
SMPL	ComplEx	MRR	0.9	0.329
SMPL	ComplEx	MRR	1.0	0.397
SMPL	TransE	HITS@1	0.1	2.13
SMPL	TransE	HITS@1	0.2	4.34
SMPL	TransE	HITS@1	0.3	4.47
SMPL	TransE	HITS@1	0.4	2.98
SMPL	TransE	HITS@1	0.5	3.08
SMPL	TransE	HITS@1	0.6	2.49
SMPL	TransE	HITS@1	0.7	2.55
SMPL	TransE	HITS@1	0.8	2.69
SMPL	TransE	HITS@1	0.9	2.53
SMPL	TransE	HITS@1	1.0	2.92
SMPL	TransE	HITS@10	0.1	9.62
SMPL	TransE	HITS@10	0.2	16.34
SMPL	TransE	HITS@10	0.3	19.79
SMPL	TransE	HITS@10	0.4	22.67
SMPL	TransE	HITS@10	0.5	23.65
SMPL	TransE	HITS@10	0.6	24.29
SMPL	TransE	HITS@10	0.7	25.56
SMPL	TransE	HITS@10	0.8	26.29
SMPL	TransE	HITS@10	0.9	25.81
SMPL	TransE	HITS@10	1.0	25.22
SMPL	TransE	MR	0.1	7961.58
SMPL	TransE	MR	0.2	4211.06
SMPL	TransE	MR	0.3	2624.46
SMPL	TransE	MR	0.4	1975.61
SMPL	TransE	MR	0.5	1646.24
SMPL	TransE	MR	0.6	1463.60
SMPL	TransE	MR	0.7	1363.28
SMPL	TransE	MR	0.8	1339.72
SMPL	TransE	MR	0.9	1260.90
SMPL	TransE	MR	1.0	1200.85
SMPL	TransE	HITS@5	0.1	6.95
SMPL	TransE	HITS@5	0.2	12.16
SMPL	TransE	HITS@5	0.3	14.61
SMPL	TransE	HITS@5	0.4	16.28
SMPL	TransE	HITS@5	0.5	17.78
SMPL	TransE	HITS@5	0.6	17.61
SMPL	TransE	HITS@5	0.7	18.50
SMPL	TransE	HITS@5	0.8	19.47
SMPL	TransE	HITS@5	0.9	18.97
SMPL	TransE	HITS@5	1.0	18.79
SMPL	TransE	HITS@3	0.1	5.43
SMPL	TransE	HITS@3	0.2	9.10
SMPL	TransE	HITS@3	0.3	11.31
SMPL	TransE	HITS@3	0.4	12.27
SMPL	TransE	HITS@3	0.5	12.88
SMPL	TransE	HITS@3	0.6	12.96
SMPL	TransE	HITS@3	0.7	13.52
SMPL	TransE	HITS@3	0.8	14.45
SMPL	TransE	HITS@3	0.9	13.77
SMPL	TransE	HITS@3	1.0	13.75
SMPL	TransE	MRR	0.1	0.047
SMPL	TransE	MRR	0.2	0.084
SMPL	TransE	MRR	0.3	0.098
SMPL	TransE	MRR	0.4	0.097
SMPL	TransE	MRR	0.5	0.103
SMPL	TransE	MRR	0.6	0.101
SMPL	TransE	MRR	0.7	0.105
SMPL	TransE	MRR	0.8	0.110
SMPL	TransE	MRR	0.9	0.106
SMPL	TransE	MRR	1.0	0.108
LOG	DistMult	HITS@1	0.1	4.13
LOG	DistMult	HITS@1	0.2	6.86
LOG	DistMult	HITS@1	0.3	9.22
LOG	DistMult	HITS@1	0.4	10.19
LOG	DistMult	HITS@1	0.5	12.54
LOG	DistMult	HITS@1	0.6	13.74
LOG	DistMult	HITS@1	0.7	15.80
LOG	DistMult	HITS@1	0.8	15.58
LOG	DistMult	HITS@1	0.9	21.13
LOG	DistMult	HITS@1	1.0	25.87
LOG	DistMult	HITS@10	0.1	8.33
LOG	DistMult	HITS@10	0.2	17.41
LOG	DistMult	HITS@10	0.3	24.64
LOG	DistMult	HITS@10	0.4	30.77
LOG	DistMult	HITS@10	0.5	35.45
LOG	DistMult	HITS@10	0.6	41.23
LOG	DistMult	HITS@10	0.7	44.98
LOG	DistMult	HITS@10	0.8	49.38
LOG	DistMult	HITS@10	0.9	53.61
LOG	DistMult	HITS@10	1.0	57.63
LOG	DistMult	MR	0.1	11770.84
LOG	DistMult	MR	0.2	8296.56
LOG	DistMult	MR	0.3	6275.27
LOG	DistMult	MR	0.4	5115.87
LOG	DistMult	MR	0.5	4364.25
LOG	DistMult	MR	0.6	3394.15
LOG	DistMult	MR	0.7	3095.45
LOG	DistMult	MR	0.8	2617.95
LOG	DistMult	MR	0.9	2204.76
LOG	DistMult	MR	1.0	1886.99
LOG	DistMult	HITS@5	0.1	7.63
LOG	DistMult	HITS@5	0.2	14.89
LOG	DistMult	HITS@5	0.3	20.39
LOG	DistMult	HITS@5	0.4	25.41
LOG	DistMult	HITS@5	0.5	29.53
LOG	DistMult	HITS@5	0.6	34.46
LOG	DistMult	HITS@5	0.7	38.51
LOG	DistMult	HITS@5	0.8	41.72
LOG	DistMult	HITS@5	0.9	46.74
LOG	DistMult	HITS@5	1.0	51.30
LOG	DistMult	HITS@3	0.1	6.79
LOG	DistMult	HITS@3	0.2	12.25
LOG	DistMult	HITS@3	0.3	16.85
LOG	DistMult	HITS@3	0.4	20.30
LOG	DistMult	HITS@3	0.5	24.19
LOG	DistMult	HITS@3	0.6	27.38
LOG	DistMult	HITS@3	0.7	30.89
LOG	DistMult	HITS@3	0.8	33.56
LOG	DistMult	HITS@3	0.9	39.57
LOG	DistMult	HITS@3	1.0	44.42
LOG	DistMult	MRR	0.1	0.057
LOG	DistMult	MRR	0.2	0.105
LOG	DistMult	MRR	0.3	0.144
LOG	DistMult	MRR	0.4	0.170
LOG	DistMult	MRR	0.5	0.202
LOG	DistMult	MRR	0.6	0.227
LOG	DistMult	MRR	0.7	0.255
LOG	DistMult	MRR	0.8	0.269
LOG	DistMult	MRR	0.9	0.323
LOG	DistMult	MRR	1.0	0.370
LOG	ComplEx	HITS@1	0.1	3.57
LOG	ComplEx	HITS@1	0.2	7.14
LOG	ComplEx	HITS@1	0.3	8.08
LOG	ComplEx	HITS@1	0.4	11.08
LOG	ComplEx	HITS@1	0.5	14.34
LOG	ComplEx	HITS@1	0.6	13.82
LOG	ComplEx	HITS@1	0.7	16.76
LOG	ComplEx	HITS@1	0.8	10.56
LOG	ComplEx	HITS@1	0.9	19.51
LOG	ComplEx	HITS@1	1.0	25.14
LOG	ComplEx	HITS@10	0.1	5.99
LOG	ComplEx	HITS@10	0.2	16.31
LOG	ComplEx	HITS@10	0.3	24.59
LOG	ComplEx	HITS@10	0.4	30.83
LOG	ComplEx	HITS@10	0.5	35.97
LOG	ComplEx	HITS@10	0.6	41.44
LOG	ComplEx	HITS@10	0.7	45.77
LOG	ComplEx	HITS@10	0.8	49.75
LOG	ComplEx	HITS@10	0.9	53.89
LOG	ComplEx	HITS@10	1.0	58.06
LOG	ComplEx	MR	0.1	12333.98
LOG	ComplEx	MR	0.2	8797.91
LOG	ComplEx	MR	0.3	6491.48
