Loading files... 
  Starting yago3_mte10-train.tsv
  Finished yago3_mte10-train.tsv, still running: 0
Loaded 1079040 facts in 18.18 s using -90 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  graduatedFrom  ?b   => ?a  worksAt  ?b	0.176748303	0.081518781	0.277571826	599	7348	2158	?a	0.0	0.0	0.0
?b  isConnectedTo  ?a   => ?a  isConnectedTo  ?b	0.662486352	0.662486352	0.671919	21236	32055	31605	?b	0.0	0.0	0.0
?b  dealsWith  ?a   => ?a  dealsWith  ?b	0.122887865	0.122887865	0.148423006	160	1302	1078	?a	0.0	0.0	0.0
?a  hasNeighbor  ?b   => ?a  dealsWith  ?b	0.125960061	0.295495495	0.33744856	164	555	486	?a	0.0	0.0	0.0
?b  hasNeighbor  ?a   => ?a  dealsWith  ?b	0.126728111	0.297297297	0.340206186	165	555	485	?a	0.0	0.0	0.0
?a  isPoliticianOf  ?b   => ?a  isCitizenOf  ?b	0.057308249	0.091539528	0.75	198	2163	264	?a	0.0	0.0	0.0
?a  livesIn  ?b   => ?a  isCitizenOf  ?b	0.120115774	0.139261745	0.358067299	415	2980	1159	?a	0.0	0.0	0.0
?a  directed  ?b   => ?a  actedIn  ?b	0.017353444	0.10180624	0.104007456	558	5481	5365	?b	0.0	0.0	0.0
?a  diedIn  ?b   => ?a  wasBornIn  ?b	0.02516786	0.122404844	0.174127057	1132	9248	6501	?a	0.0	0.0	0.0
?a  dealsWith  ?f  ?f  exports  ?b   => ?a  exports  ?b	0.515873016	0.107497244	0.137227305	195	1814	1421	?a	0.0	0.0	0.0
?f  exports  ?b  ?a  hasNeighbor  ?f   => ?a  exports  ?b	0.425925926	0.190984579	0.249226006	161	843	646	?a	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?f  imports  ?b   => ?a  exports  ?b	0.17989418	0.08531995	0.112211221	68	797	606	?a	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  imports  ?b   => ?a  exports  ?b	0.17989418	0.085106383	0.112026359	68	799	607	?a	0.0	0.0	0.0
?e  exports  ?b  ?e  hasNeighbor  ?a   => ?a  exports  ?b	0.428571429	0.190140845	0.25	162	852	648	?a	0.0	0.0	0.0
?a  dealsWith  ?f  ?f  hasCurrency  ?b   => ?a  hasCurrency  ?b	0.211009174	0.05764411	0.319444444	23	399	72	?a	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  exports  ?b   => ?a  exports  ?b	0.375661376	0.128158845	0.169047619	142	1108	840	?a	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  imports  ?b   => ?a  exports  ?b	0.238095238	0.098360656	0.130624093	90	915	689	?a	0.0	0.0	0.0
?f  hasCurrency  ?b  ?a  hasNeighbor  ?f   => ?a  hasCurrency  ?b	0.165137615	0.211764706	0.666666667	18	85	27	?a	0.0	0.0	0.0
?e  hasCurrency  ?b  ?e  isLocatedIn  ?a   => ?a  hasCurrency  ?b	0.018348624	0.028169014	0.333333333	2	71	6	?a	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  hasCurrency  ?b   => ?a  hasCurrency  ?b	0.146788991	0.131147541	0.390243902	16	122	41	?a	0.0	0.0	0.0
?e  hasCurrency  ?b  ?e  hasNeighbor  ?a   => ?a  hasCurrency  ?b	0.165137615	0.214285714	0.666666667	18	84	27	?a	0.0	0.0	0.0
?f  hasCurrency  ?b  ?a  isLocatedIn  ?f   => ?a  hasCurrency  ?b	0.082568807	0.000559841	0.5625	9	16076	16	?a	0.0	0.0	0.0
?a  diedIn  ?f  ?b  hasCapital  ?f   => ?a  isPoliticianOf  ?b	0.184466019	0.015589591	0.132955681	399	25594	3001	?a	0.0	0.0	0.0
?b  hasCapital  ?f  ?a  wasBornIn  ?f   => ?a  isPoliticianOf  ?b	0.165048544	0.004652799	0.137784639	357	76728	2591	?a	0.0	0.0	0.0
?b  hasCapital  ?f  ?a  livesIn  ?f   => ?a  isPoliticianOf  ?b	0.039759593	0.040186916	0.217721519	86	2140	395	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  wasBornIn  ?f   => ?a  isPoliticianOf  ?b	0.445214979	0.006417903	0.259568733	963	150049	3710	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.42394822	0.72091195	0.87667304	917	1272	1046	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  isCitizenOf  ?b   => ?a  isPoliticianOf  ?b	0.056865465	0.534782609	0.831081081	123	230	148	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  isLeaderOf  ?b   => ?a  isPoliticianOf  ?b	0.04900601	0.211576846	0.397003745	106	501	267	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  livesIn  ?b   => ?a  isPoliticianOf  ?b	0.014331946	0.081578947	0.141552511	31	380	219	?a	0.0	0.0	0.0
?a  isLeaderOf  ?f  ?f  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.029588534	0.039726878	0.14479638	64	1611	442	?a	0.0	0.0	0.0
?a  graduatedFrom  ?f  ?f  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.335644938	0.04109589	0.204334365	726	17666	3553	?a	0.0	0.0	0.0
?a  isMarriedTo  ?f  ?f  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.028201572	0.365269461	0.884057971	61	167	69	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  livesIn  ?f   => ?a  isPoliticianOf  ?b	0.111419325	0.034073236	0.260540541	241	7073	925	?a	0.0	0.0	0.0
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.246417013	0.00410752	0.216490658	533	129762	2462	?a	0.0	0.0	0.0
?a  created  ?f  ?f  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.011558021	0.005990894	0.274725275	25	4173	91	?a	0.0	0.0	0.0
?a  diedIn  ?f  ?f  isLocatedIn  ?b   => ?a  isPoliticianOf  ?b	0.262598243	0.016999372	0.230988207	568	33413	2459	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  livesIn  ?b   => ?a  isPoliticianOf  ?b	0.014331946	0.095384615	0.156565657	31	325	198	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.447064263	0.750193949	0.89537037	967	1289	1080	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  isLeaderOf  ?b   => ?a  isPoliticianOf  ?b	0.021266759	0.12849162	0.259887006	46	358	177	?a	0.0	0.0	0.0
?e  isMarriedTo  ?a  ?e  isPoliticianOf  ?b   => ?a  isPoliticianOf  ?b	0.028201572	0.36746988	0.884057971	61	166	69	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  isCitizenOf  ?b   => ?a  isPoliticianOf  ?b	0.064724919	0.56	0.777777778	140	250	180	?a	0.0	0.0	0.0
?b  isLocatedIn  ?f  ?a  owns  ?f   => ?a  owns  ?b	0.015151515	0.006634499	0.166666667	11	1658	66	?b	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  owns  ?f   => ?a  owns  ?b	0.015151515	0.007402423	0.275	11	1486	40	?b	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?f  owns  ?b   => ?a  owns  ?b	0.03030303	0.103286385	0.103286385	22	213	213	?b	0.0	0.0	0.0
?a  hasChild  ?f  ?f  owns  ?b   => ?a  owns  ?b	0.024793388	0.36	0.36	18	50	50	?b	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  owns  ?b   => ?a  owns  ?b	0.039944904	0.105072464	0.105072464	29	276	276	?b	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  owns  ?b   => ?a  owns  ?b	0.03030303	0.103286385	0.103286385	22	213	213	?b	0.0	0.0	0.0
?e  hasChild  ?a  ?e  owns  ?b   => ?a  owns  ?b	0.026170799	0.267605634	0.267605634	19	71	71	?b	0.0	0.0	0.0
?a  hasCapital  ?b   => ?a  isLocatedIn  ?b	0.011187297	0.38659392	0.417508418	992	2566	2376	?a	0.0	0.0	0.0
?b  hasCapital  ?a   => ?a  isLocatedIn  ?b	0.019645435	0.678877631	0.681533646	1742	2566	2556	?a	0.0	0.0	0.0
?b  isLocatedIn  ?a  ?a  isLocatedIn  ?b   => ?a  hasCapital  ?b	0.35035074	0.156565657	0.787905346	899	5742	1141	?a	0.0	0.0	0.0
?e  isPoliticianOf  ?a  ?e  livesIn  ?b   => ?a  hasCapital  ?b	0.025720966	0.170984456	0.189111748	66	386	349	?a	0.0	0.0	0.0
?e  hasCapital  ?b  ?e  isLocatedIn  ?a   => ?a  hasCapital  ?b	0.089633671	0.051546392	0.139647845	230	4462	1647	?a	0.0	0.0	0.0
?e  diedIn  ?b  ?e  isPoliticianOf  ?a   => ?a  hasCapital  ?b	0.05066251	0.242085661	0.281995662	130	537	461	?a	0.0	0.0	0.0
?e  diedIn  ?b  ?e  isCitizenOf  ?a   => ?a  hasCapital  ?b	0.034294622	0.114882507	0.118758435	88	766	741	?a	0.0	0.0	0.0
?e  diedIn  ?b  ?e  livesIn  ?a   => ?a  hasCapital  ?b	0.015198753	0.066552901	0.131756757	39	586	296	?a	0.0	0.0	0.0
?e  isLeaderOf  ?a  ?e  wasBornIn  ?b   => ?a  hasCapital  ?b	0.016367888	0.078358209	0.352941176	42	536	119	?a	0.0	0.0	0.0
?e  isPoliticianOf  ?a  ?e  wasBornIn  ?b   => ?a  hasCapital  ?b	0.051052221	0.128810226	0.141774892	131	1017	924	?a	0.0	0.0	0.0
?a  happenedIn  ?f  ?b  hasCapital  ?f   => ?a  happenedIn  ?b	0.033821203	0.186071817	0.286432161	171	919	597	?b	0.0	0.0	0.0
?a  happenedIn  ?f  ?b  hasNeighbor  ?f   => ?a  happenedIn  ?b	0.069620253	0.083550914	0.105705706	352	4213	3330	?b	0.0	0.0	0.0
?a  happenedIn  ?e  ?e  isLocatedIn  ?b   => ?a  happenedIn  ?b	0.167721519	0.130301168	0.170726797	848	6508	4967	?b	0.0	0.0	0.0
?a  happenedIn  ?e  ?e  hasNeighbor  ?b   => ?a  happenedIn  ?b	0.069620253	0.082667919	0.105547226	352	4258	3335	?b	0.0	0.0	0.0
?a  actedIn  ?b  ?a  created  ?b   => ?a  directed  ?b	0.038679073	0.45106383	0.542199488	212	470	391	?b	0.0	0.0	0.0
?a  hasChild  ?f  ?b  isMarriedTo  ?f   => ?a  hasChild  ?b	0.053317536	0.118838028	0.150922303	270	2272	1789	?b	0.0	0.0	0.0
?a  hasChild  ?f  ?f  isMarriedTo  ?b   => ?a  hasChild  ?b	0.053317536	0.11821366	0.15008338	270	2284	1799	?b	0.0	0.0	0.0
?f  hasChild  ?b  ?a  isMarriedTo  ?f   => ?a  hasChild  ?b	0.306872038	0.579418345	0.579418345	1554	2682	2682	?b	0.0	0.0	0.0
?e  hasChild  ?b  ?e  isMarriedTo  ?a   => ?a  hasChild  ?b	0.306477093	0.572482479	0.572482479	1552	2711	2711	?b	0.0	0.0	0.0
?a  isAffiliatedTo  ?b   => ?a  playsFor  ?b	0.868620415	0.746015736	0.825331052	278848	373783	337862	?a	0.0	0.0	0.0
?a  hasChild  ?b  ?b  isMarriedTo  ?a   => ?a  isMarriedTo  ?b	0.015704019	1	1	59	59	59	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isAffiliatedTo ?f  ?a isAffiliatedTo ?f   has taken 57920 ms
?a  hasChild  ?f  ?b  hasChild  ?f   => ?a  isMarriedTo  ?b	0.234761778	0.10640608	0.237992445	882	8289	3706	?a	0.0	0.0	0.0
?a  dealsWith  ?f  ?f  imports  ?b   => ?a  imports  ?b	0.610687023	0.158415842	0.18957346	240	1515	1266	?a	0.0	0.0	0.0
?a  dealsWith  ?f  ?f  exports  ?b   => ?a  imports  ?b	0.501272265	0.108599779	0.127425614	197	1814	1546	?a	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?f  imports  ?b   => ?a  imports  ?b	0.419847328	0.207026349	0.251141553	165	797	657	?a	0.0	0.0	0.0
?f  exports  ?b  ?a  hasNeighbor  ?f   => ?a  imports  ?b	0.193384224	0.090154211	0.109352518	76	843	695	?a	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  imports  ?b   => ?a  imports  ?b	0.422391858	0.2077597	0.252279635	166	799	658	?a	0.0	0.0	0.0
?e  exports  ?b  ?e  hasNeighbor  ?a   => ?a  imports  ?b	0.195928753	0.090375587	0.110473458	77	852	697	?a	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  imports  ?b   => ?a  imports  ?b	0.37913486	0.16284153	0.207232267	149	915	719	?a	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 120779 ms
countPairs vars ?a, ?b in ?b isAffiliatedTo ?f  ?a isAffiliatedTo ?f   has taken 47904 ms
?a  actedIn  ?b  ?a  directed  ?b   => ?a  created  ?b	0.030578393	0.379928315	0.56684492	212	558	374	?b	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 120032 ms
?a  hasAcademicAdvisor  ?f  ?f  worksAt  ?b   => ?a  graduatedFrom  ?b	0.050762112	0.272660819	0.302024291	373	1368	1235	?a	0.0	0.0	0.0
?f  graduatedFrom  ?b  ?a  hasAcademicAdvisor  ?f   => ?a  graduatedFrom  ?b	0.032117583	0.193442623	0.216513761	236	1220	1090	?a	0.0	0.0	0.0
?f  graduatedFrom  ?b  ?a  hasChild  ?f   => ?a  graduatedFrom  ?b	0.034567229	0.134462679	0.198903681	254	1889	1277	?a	0.0	0.0	0.0
?e  graduatedFrom  ?b  ?e  hasAcademicAdvisor  ?a   => ?a  graduatedFrom  ?b	0.023679913	0.157323689	0.181628392	174	1106	958	?a	0.0	0.0	0.0
?e  influences  ?a  ?e  worksAt  ?b   => ?a  graduatedFrom  ?b	0.011023408	0.066611842	0.101631117	81	1216	797	?a	0.0	0.0	0.0
?b  dealsWith  ?a  ?a  dealsWith  ?b   => ?a  hasNeighbor  ?b	0.097297297	0.3375	0.457627119	54	160	118	?b	0.0	0.0	0.0
?e  graduatedFrom  ?b  ?e  hasChild  ?a   => ?a  graduatedFrom  ?b	0.034567229	0.134891131	0.195384615	254	1883	1300	?a	0.0	0.0	0.0
?b  dealsWith  ?a  ?b  hasNeighbor  ?a   => ?a  hasNeighbor  ?b	0.293693694	0.993902439	0.993902439	163	164	164	?b	0.0	0.0	0.0
countPairs vars ?a, ?b in ?b isLocatedIn ?f  ?a isLocatedIn ?f   has taken 126064 ms
?f  hasNeighbor  ?a  ?b  hasNeighbor  ?f   => ?a  hasNeighbor  ?b	0.884684685	0.273995536	0.273995536	491	1792	1792	?b	0.0	0.0	0.0
?f  dealsWith  ?a  ?b  hasNeighbor  ?f   => ?a  hasNeighbor  ?b	0.407207207	0.103908046	0.103908046	226	2175	2175	?b	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?b  hasNeighbor  ?f   => ?a  hasNeighbor  ?b	0.884684685	0.273995536	0.27414852	491	1792	1791	?b	0.0	0.0	0.0
?f  hasNeighbor  ?b  ?a  hasNeighbor  ?f   => ?a  hasNeighbor  ?b	0.884684685	0.273995536	0.273995536	491	1792	1792	?b	0.0	0.0	0.0
?f  dealsWith  ?b  ?a  hasNeighbor  ?f   => ?a  hasNeighbor  ?b	0.407207207	0.103908046	0.13476446	226	2175	1677	?b	0.0	0.0	0.0
?e  dealsWith  ?b  ?e  hasNeighbor  ?a   => ?a  hasNeighbor  ?b	0.407207207	0.102867547	0.133648729	226	2197	1691	?b	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  hasNeighbor  ?b   => ?a  hasNeighbor  ?b	0.884684685	0.273537604	0.273537604	491	1795	1795	?b	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  hasNeighbor  ?b   => ?a  hasNeighbor  ?b	0.407207207	0.102867547	0.102867547	226	2197	2197	?b	0.0	0.0	0.0
?a  playsFor  ?b   => ?a  isAffiliatedTo  ?b	0.746015736	0.868620415	0.946135863	278848	321024	294723	?a	0.0	0.0	0.0
?b  hasCapital  ?f  ?a  livesIn  ?f   => ?a  livesIn  ?b	0.091946309	0.128037383	0.128037383	274	2140	2140	?a	0.0	0.0	0.0
?a  graduatedFrom  ?f  ?f  isLocatedIn  ?b   => ?a  livesIn  ?b	0.223825503	0.037756142	0.143657118	667	17666	4643	?a	0.0	0.0	0.0
?a  diedIn  ?f  ?f  isLocatedIn  ?b   => ?a  livesIn  ?b	0.079865772	0.007122976	0.163125428	238	33413	1459	?a	0.0	0.0	0.0
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   => ?a  livesIn  ?b	0.055704698	0.001279265	0.173096976	166	129762	959	?a	0.0	0.0	0.0
?a  isLeaderOf  ?f  ?f  isLocatedIn  ?b   => ?a  livesIn  ?b	0.032885906	0.060831782	0.182156134	98	1611	538	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  worksAt  ?f   => ?a  livesIn  ?b	0.124496644	0.049925986	0.168253968	371	7431	2205	?a	0.0	0.0	0.0
?f  isLocatedIn  ?b  ?a  livesIn  ?f   => ?a  livesIn  ?b	0.27885906	0.117489043	0.117489043	831	7073	7073	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  isCitizenOf  ?b   => ?a  livesIn  ?b	0.033557047	0.136612022	0.436681223	100	732	229	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  livesIn  ?b   => ?a  livesIn  ?b	0.022818792	0.171717172	0.435897436	68	396	156	?a	0.0	0.0	0.0
?f  hasCapital  ?b  ?a  isPoliticianOf  ?f   => ?a  livesIn  ?b	0.029865772	0.010485391	0.183505155	89	8488	485	?a	0.0	0.0	0.0
?a  isMarriedTo  ?f  ?f  livesIn  ?b   => ?a  livesIn  ?b	0.017785235	0.152737752	0.456896552	53	347	116	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  livesIn  ?b   => ?a  livesIn  ?b	0.01442953	0.113157895	0.316176471	43	380	136	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  isPoliticianOf  ?b   => ?a  livesIn  ?b	0.010402685	0.024049651	0.221428571	31	1289	140	?a	0.0	0.0	0.0
?e  hasAcademicAdvisor  ?a  ?e  isCitizenOf  ?b   => ?a  livesIn  ?b	0.024496644	0.121869783	0.382198953	73	599	191	?a	0.0	0.0	0.0
?e  hasAcademicAdvisor  ?a  ?e  livesIn  ?b   => ?a  livesIn  ?b	0.019127517	0.165217391	0.395833333	57	345	144	?a	0.0	0.0	0.0
?e  isMarriedTo  ?a  ?e  livesIn  ?b   => ?a  livesIn  ?b	0.017785235	0.152298851	0.464912281	53	348	114	?a	0.0	0.0	0.0
?f  hasOfficialLanguage  ?b  ?a  isLocatedIn  ?f   => ?a  hasOfficialLanguage  ?b	0.181208054	0.003883495	0.692307692	54	13905	78	?a	0.0	0.0	0.0
?a  dealsWith  ?f  ?f  hasOfficialLanguage  ?b   => ?a  hasOfficialLanguage  ?b	0.355704698	0.160120846	0.26044226	106	662	407	?a	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?f  hasOfficialLanguage  ?b   => ?a  hasOfficialLanguage  ?b	0.255033557	0.336283186	0.506666667	76	226	150	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  livesIn  ?b   => ?a  livesIn  ?b	0.01409396	0.129230769	0.330708661	42	325	127	?a	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  hasOfficialLanguage  ?b   => ?a  hasOfficialLanguage  ?b	0.244966443	0.228840125	0.347619048	73	319	210	?a	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  hasOfficialLanguage  ?b   => ?a  hasOfficialLanguage  ?b	0.255033557	0.337777778	0.506666667	76	225	150	?a	0.0	0.0	0.0
?e  hasOfficialLanguage  ?b  ?e  isLocatedIn  ?a   => ?a  hasOfficialLanguage  ?b	0.077181208	0.115577889	0.793103448	23	199	29	?a	0.0	0.0	0.0
?a  hasNeighbor  ?f  ?f  participatedIn  ?b   => ?a  participatedIn  ?b	0.121941748	0.171678513	0.171678513	628	3658	3658	?b	0.0	0.0	0.0
?e  dealsWith  ?a  ?e  participatedIn  ?b   => ?a  participatedIn  ?b	0.176893204	0.163554758	0.163554758	911	5570	5570	?b	0.0	0.0	0.0
?e  hasNeighbor  ?a  ?e  participatedIn  ?b   => ?a  participatedIn  ?b	0.121941748	0.168139224	0.168139224	628	3735	3735	?b	0.0	0.0	0.0
?f  hasWonPrize  ?b  ?a  isMarriedTo  ?f   => ?a  hasWonPrize  ?b	0.021106864	0.168770764	0.31127451	508	3010	1632	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  hasWonPrize  ?b   => ?a  hasWonPrize  ?b	0.031535649	0.189655172	0.304330393	759	4002	2494	?a	0.0	0.0	0.0
?f  hasWonPrize  ?b  ?a  influences  ?f   => ?a  hasWonPrize  ?b	0.021397706	0.075424722	0.16808094	515	6828	3064	?a	0.0	0.0	0.0
?a  hasAcademicAdvisor  ?f  ?f  hasWonPrize  ?b   => ?a  hasWonPrize  ?b	0.015830148	0.202551834	0.256393001	381	1881	1486	?a	0.0	0.0	0.0
?e  hasAcademicAdvisor  ?a  ?e  hasWonPrize  ?b   => ?a  hasWonPrize  ?b	0.012423134	0.197359736	0.255774166	299	1515	1169	?a	0.0	0.0	0.0
?e  hasWonPrize  ?b  ?e  isMarriedTo  ?a   => ?a  hasWonPrize  ?b	0.021106864	0.16815624	0.311083895	508	3021	1633	?a	0.0	0.0	0.0
?e  hasChild  ?a  ?e  hasWonPrize  ?b   => ?a  hasWonPrize  ?b	0.033322254	0.200952142	0.312062257	802	3991	2570	?a	0.0	0.0	0.0
?e  hasWonPrize  ?b  ?e  influences  ?a   => ?a  hasWonPrize  ?b	0.02364135	0.086487308	0.177369077	569	6579	3208	?a	0.0	0.0	0.0
?a  livesIn  ?b  ?a  wasBornIn  ?b   => ?a  isLeaderOf  ?b	0.014629049	0.102941176	0.311111111	14	136	45	?b	0.0	0.0	0.0
?a  isLeaderOf  ?f  ?f  isLocatedIn  ?b   => ?a  isLeaderOf  ?b	0.085684431	0.050900062	0.171548117	82	1611	478	?b	0.0	0.0	0.0
?a  isAffiliatedTo  ?f  ?f  isLocatedIn  ?b   => ?a  diedIn  ?b	0.070069204	0.004993758	0.154764748	648	129762	4187	?a	0.0	0.0	0.0
?f  diedIn  ?b  ?a  isMarriedTo  ?f   => ?a  diedIn  ?b	0.037629758	0.227154047	0.326148079	348	1532	1067	?a	0.0	0.0	0.0
?a  isMarriedTo  ?f  ?f  wasBornIn  ?b   => ?a  diedIn  ?b	0.012435121	0.043792841	0.10511883	115	2626	1094	?a	0.0	0.0	0.0
?a  hasChild  ?f  ?f  wasBornIn  ?b   => ?a  diedIn  ?b	0.040765571	0.13246662	0.263084438	377	2846	1433	?a	0.0	0.0	0.0
?f  diedIn  ?b  ?a  hasChild  ?f   => ?a  diedIn  ?b	0.037197232	0.165943078	0.244665718	344	2073	1406	?a	0.0	0.0	0.0
