Method	Model	Metric	Fraction	Result
STD	ComplEx	HITS@10	0.6	57.53
STD	ComplEx	HITS@10	0.7	67.00
STD	ComplEx	HITS@10	0.8	75.52
STD	ComplEx	HITS@10	0.9	84.65
STD	ComplEx	HITS@10	1.0	94.63
STD	ComplEx	MR	0.1	18147.39
STD	ComplEx	MR	0.2	15365.14
STD	ComplEx	MR	0.3	12264.53
STD	ComplEx	MR	0.4	10041.52
STD	ComplEx	MR	0.5	7678.31
STD	ComplEx	MR	0.6	5714.61
STD	ComplEx	MR	0.7	3992.77
STD	ComplEx	MR	0.8	2798.23
STD	ComplEx	MR	0.9	1696.59
STD	ComplEx	MR	1.0	541.42
STD	ComplEx	HITS@1	0.1	4.19
STD	ComplEx	HITS@1	0.2	14.46
STD	ComplEx	HITS@1	0.3	21.91
STD	ComplEx	HITS@1	0.4	30.05
STD	ComplEx	HITS@1	0.5	36.89
STD	ComplEx	HITS@1	0.6	44.72
STD	ComplEx	HITS@1	0.7	53.22
STD	ComplEx	HITS@1	0.8	61.76
STD	ComplEx	HITS@1	0.9	72.35
STD	ComplEx	HITS@1	1.0	93.81
STD	TransE	HITS@5	0.1	8.09
STD	TransE	HITS@5	0.2	14.22
STD	TransE	HITS@5	0.3	19.20
STD	TransE	HITS@5	0.4	23.11
STD	TransE	HITS@5	0.5	25.49
STD	TransE	HITS@5	0.6	25.94
STD	TransE	HITS@5	0.7	26.35
STD	TransE	HITS@5	0.8	25.82
STD	TransE	HITS@5	0.9	26.97
STD	TransE	HITS@5	1.0	26.86
STD	TransE	HITS@3	0.1	6.81
STD	TransE	HITS@3	0.2	11.54
STD	TransE	HITS@3	0.3	14.98
STD	TransE	HITS@3	0.4	17.90
STD	TransE	HITS@3	0.5	19.05
STD	TransE	HITS@3	0.6	19.24
STD	TransE	HITS@3	0.7	19.61
STD	TransE	HITS@3	0.8	19.02
STD	TransE	HITS@3	0.9	19.59
STD	TransE	HITS@3	1.0	19.70
STD	TransE	MRR	0.1	0.055
STD	TransE	MRR	0.2	0.098
STD	TransE	MRR	0.3	0.127
STD	TransE	MRR	0.4	0.151
STD	TransE	MRR	0.5	0.163
STD	TransE	MRR	0.6	0.164
STD	TransE	MRR	0.7	0.165
STD	TransE	MRR	0.8	0.164
STD	TransE	MRR	0.9	0.167
STD	TransE	MRR	1.0	0.172
STD	TransE	HITS@10	0.1	9.45
STD	TransE	HITS@10	0.2	17.67
STD	TransE	HITS@10	0.3	25.05
STD	TransE	HITS@10	0.4	29.72
STD	TransE	HITS@10	0.5	33.32
STD	TransE	HITS@10	0.6	34.09
STD	TransE	HITS@10	0.7	35.96
STD	TransE	HITS@10	0.8	35.93
STD	TransE	HITS@10	0.9	36.15
STD	TransE	HITS@10	1.0	36.84
STD	TransE	MR	0.1	17564.10
STD	TransE	MR	0.2	14318.52
STD	TransE	MR	0.3	10424.76
STD	TransE	MR	0.4	7097.38
STD	TransE	MR	0.5	4593.60
STD	TransE	MR	0.6	2876.63
STD	TransE	MR	0.7	1785.17
STD	TransE	MR	0.8	1094.27
STD	TransE	MR	0.9	673.55
STD	TransE	MR	1.0	356.87
STD	TransE	HITS@1	0.1	3.34
STD	TransE	HITS@1	0.2	5.74
STD	TransE	HITS@1	0.3	6.75
STD	TransE	HITS@1	0.4	7.88
STD	TransE	HITS@1	0.5	7.99
STD	TransE	HITS@1	0.6	7.56
STD	TransE	HITS@1	0.7	7.19
STD	TransE	HITS@1	0.8	7.18
STD	TransE	HITS@1	0.9	7.23
STD	TransE	HITS@1	1.0	7.89
SMPL	DistMult	HITS@5	0.1	9.03
SMPL	DistMult	HITS@5	0.2	18.66
SMPL	DistMult	HITS@5	0.3	28.13
SMPL	DistMult	HITS@5	0.4	38.11
SMPL	DistMult	HITS@5	0.5	46.88
SMPL	DistMult	HITS@5	0.6	56.12
SMPL	DistMult	HITS@5	0.7	65.15
SMPL	DistMult	HITS@5	0.8	73.19
SMPL	DistMult	HITS@5	0.9	82.16
SMPL	DistMult	HITS@5	1.0	93.62
SMPL	DistMult	HITS@3	0.1	8.72
SMPL	DistMult	HITS@3	0.2	17.80
SMPL	DistMult	HITS@3	0.3	26.53
SMPL	DistMult	HITS@3	0.4	35.90
SMPL	DistMult	HITS@3	0.5	44.23
SMPL	DistMult	HITS@3	0.6	53.04
SMPL	DistMult	HITS@3	0.7	61.79
SMPL	DistMult	HITS@3	0.8	69.39
SMPL	DistMult	HITS@3	0.9	78.70
SMPL	DistMult	HITS@3	1.0	92.22
SMPL	DistMult	MRR	0.1	0.080
SMPL	DistMult	MRR	0.2	0.161
SMPL	DistMult	MRR	0.3	0.239
SMPL	DistMult	MRR	0.4	0.322
SMPL	DistMult	MRR	0.5	0.392
SMPL	DistMult	MRR	0.6	0.469
SMPL	DistMult	MRR	0.7	0.546
SMPL	DistMult	MRR	0.8	0.618
SMPL	DistMult	MRR	0.9	0.704
SMPL	DistMult	MRR	1.0	0.844
SMPL	DistMult	HITS@10	0.1	9.36
SMPL	DistMult	HITS@10	0.2	19.36
SMPL	DistMult	HITS@10	0.3	29.44
SMPL	DistMult	HITS@10	0.4	40.09
SMPL	DistMult	HITS@10	0.5	49.36
SMPL	DistMult	HITS@10	0.6	59.07
SMPL	DistMult	HITS@10	0.7	68.06
SMPL	DistMult	HITS@10	0.8	76.60
SMPL	DistMult	HITS@10	0.9	84.95
SMPL	DistMult	HITS@10	1.0	94.54
SMPL	DistMult	MR	0.1	18465.35
SMPL	DistMult	MR	0.2	15278.69
SMPL	DistMult	MR	0.3	12382.28
SMPL	DistMult	MR	0.4	9634.08
SMPL	DistMult	MR	0.5	7191.62
SMPL	DistMult	MR	0.6	5195.64
SMPL	DistMult	MR	0.7	3759.41
SMPL	DistMult	MR	0.8	2572.48
SMPL	DistMult	MR	0.9	1490.60
SMPL	DistMult	MR	1.0	605.01
SMPL	DistMult	HITS@1	0.1	7.13
SMPL	DistMult	HITS@1	0.2	13.97
SMPL	DistMult	HITS@1	0.3	20.48
SMPL	DistMult	HITS@1	0.4	27.17
SMPL	DistMult	HITS@1	0.5	32.87
SMPL	DistMult	HITS@1	0.6	39.26
SMPL	DistMult	HITS@1	0.7	46.04
SMPL	DistMult	HITS@1	0.8	52.50
SMPL	DistMult	HITS@1	0.9	60.88
SMPL	DistMult	HITS@1	1.0	76.29
SMPL	ComplEx	HITS@5	0.1	9.22
SMPL	ComplEx	HITS@5	0.2	18.90
SMPL	ComplEx	HITS@5	0.3	28.33
SMPL	ComplEx	HITS@5	0.4	38.42
SMPL	ComplEx	HITS@5	0.5	47.52
SMPL	ComplEx	HITS@5	0.6	56.64
SMPL	ComplEx	HITS@5	0.7	65.74
SMPL	ComplEx	HITS@5	0.8	73.97
SMPL	ComplEx	HITS@5	0.9	83.39
SMPL	ComplEx	HITS@5	1.0	94.58
SMPL	ComplEx	HITS@3	0.1	8.90
SMPL	ComplEx	HITS@3	0.2	18.17
SMPL	ComplEx	HITS@3	0.3	27.17
SMPL	ComplEx	HITS@3	0.4	36.66
SMPL	ComplEx	HITS@3	0.5	45.53
SMPL	ComplEx	HITS@3	0.6	54.02
SMPL	ComplEx	HITS@3	0.7	63.43
SMPL	ComplEx	HITS@3	0.8	71.57
SMPL	ComplEx	HITS@3	0.9	81.45
SMPL	ComplEx	HITS@3	1.0	94.41
SMPL	ComplEx	MRR	0.1	0.084
SMPL	ComplEx	MRR	0.2	0.170
SMPL	ComplEx	MRR	0.3	0.254
SMPL	ComplEx	MRR	0.4	0.341
SMPL	ComplEx	MRR	0.5	0.424
SMPL	ComplEx	MRR	0.6	0.506
SMPL	ComplEx	MRR	0.7	0.590
SMPL	ComplEx	MRR	0.8	0.672
SMPL	ComplEx	MRR	0.9	0.775
SMPL	ComplEx	MRR	1.0	0.938
SMPL	ComplEx	HITS@10	0.1	9.58
SMPL	ComplEx	HITS@10	0.2	19.67
SMPL	ComplEx	HITS@10	0.3	29.67
SMPL	ComplEx	HITS@10	0.4	40.07
SMPL	ComplEx	HITS@10	0.5	49.93
SMPL	ComplEx	HITS@10	0.6	59.12
SMPL	ComplEx	HITS@10	0.7	68.09
SMPL	ComplEx	HITS@10	0.8	76.33
SMPL	ComplEx	HITS@10	0.9	85.16
SMPL	ComplEx	HITS@10	1.0	94.78
SMPL	ComplEx	MR	0.1	18130.79
SMPL	ComplEx	MR	0.2	15260.01
SMPL	ComplEx	MR	0.3	12397.84
SMPL	ComplEx	MR	0.4	9833.83
SMPL	ComplEx	MR	0.5	7402.48
SMPL	ComplEx	MR	0.6	5336.32
SMPL	ComplEx	MR	0.7	3747.43
SMPL	ComplEx	MR	0.8	2635.05
SMPL	ComplEx	MR	0.9	1648.02
SMPL	ComplEx	MR	1.0	551.03
SMPL	ComplEx	HITS@1	0.1	7.68
SMPL	ComplEx	HITS@1	0.2	15.36
SMPL	ComplEx	HITS@1	0.3	22.81
SMPL	ComplEx	HITS@1	0.4	30.44
SMPL	ComplEx	HITS@1	0.5	37.95
SMPL	ComplEx	HITS@1	0.6	45.48
SMPL	ComplEx	HITS@1	0.7	53.34
SMPL	ComplEx	HITS@1	0.8	61.51
SMPL	ComplEx	HITS@1	0.9	72.52
SMPL	ComplEx	HITS@1	1.0	93.09
SMPL	TransE	HITS@5	0.1	6.38
SMPL	TransE	HITS@5	0.2	12.40
SMPL	TransE	HITS@5	0.3	11.25
SMPL	TransE	HITS@5	0.4	18.50
SMPL	TransE	HITS@5	0.5	24.48
SMPL	TransE	HITS@5	0.6	24.86
SMPL	TransE	HITS@5	0.7	26.61
SMPL	TransE	HITS@5	0.8	23.16
SMPL	TransE	HITS@5	0.9	21.94
SMPL	TransE	HITS@5	1.0	31.58
SMPL	TransE	HITS@3	0.1	5.58
SMPL	TransE	HITS@3	0.2	9.82
SMPL	TransE	HITS@3	0.3	8.34
SMPL	TransE	HITS@3	0.4	14.68
SMPL	TransE	HITS@3	0.5	20.07
SMPL	TransE	HITS@3	0.6	19.39
SMPL	TransE	HITS@3	0.7	19.47
SMPL	TransE	HITS@3	0.8	16.06
SMPL	TransE	HITS@3	0.9	15.09
SMPL	TransE	HITS@3	1.0	24.06
SMPL	TransE	MRR	0.1	0.051
SMPL	TransE	MRR	0.2	0.077
SMPL	TransE	MRR	0.3	0.062
SMPL	TransE	MRR	0.4	0.119
SMPL	TransE	MRR	0.5	0.165
SMPL	TransE	MRR	0.6	0.138
SMPL	TransE	MRR	0.7	0.141
SMPL	TransE	MRR	0.8	0.131
SMPL	TransE	MRR	0.9	0.124
SMPL	TransE	MRR	1.0	0.170
SMPL	TransE	HITS@10	0.1	7.49
SMPL	TransE	HITS@10	0.2	15.41
SMPL	TransE	HITS@10	0.3	14.95
SMPL	TransE	HITS@10	0.4	22.93
SMPL	TransE	HITS@10	0.5	29.96
SMPL	TransE	HITS@10	0.6	31.28
SMPL	TransE	HITS@10	0.7	34.72
SMPL	TransE	HITS@10	0.8	32.95
SMPL	TransE	HITS@10	0.9	31.67
SMPL	TransE	HITS@10	1.0	41.13
SMPL	TransE	MR	0.1	15220.08
SMPL	TransE	MR	0.2	13500.72
SMPL	TransE	MR	0.3	11188.92
SMPL	TransE	MR	0.4	8425.06
SMPL	TransE	MR	0.5	6285.08
SMPL	TransE	MR	0.6	4690.31
SMPL	TransE	MR	0.7	3465.91
SMPL	TransE	MR	0.8	2733.19
SMPL	TransE	MR	0.9	2198.80
SMPL	TransE	MR	1.0	1742.28
SMPL	TransE	HITS@1	0.1	3.68
SMPL	TransE	HITS@1	0.2	3.40
SMPL	TransE	HITS@1	0.3	1.51
SMPL	TransE	HITS@1	0.4	5.73
SMPL	TransE	HITS@1	0.5	9.38
SMPL	TransE	HITS@1	0.6	3.58
SMPL	TransE	HITS@1	0.7	3.02
SMPL	TransE	HITS@1	0.8	3.52
SMPL	TransE	HITS@1	0.9	2.77
SMPL	TransE	HITS@1	1.0	3.55
LOG	DistMult	HITS@5	0.1	6.49
LOG	DistMult	HITS@5	0.2	18.27
LOG	DistMult	HITS@5	0.3	27.60
LOG	DistMult	HITS@5	0.4	37.40
LOG	DistMult	HITS@5	0.5	46.60
LOG	DistMult	HITS@5	0.6	55.72
LOG	DistMult	HITS@5	0.7	64.57
LOG	DistMult	HITS@5	0.8	73.34
LOG	DistMult	HITS@5	0.9	82.02
LOG	DistMult	HITS@5	1.0	93.81
LOG	DistMult	HITS@3	0.1	5.81
LOG	DistMult	HITS@3	0.2	17.43
LOG	DistMult	HITS@3	0.3	26.15
LOG	DistMult	HITS@3	0.4	35.56
LOG	DistMult	HITS@3	0.5	44.23
LOG	DistMult	HITS@3	0.6	52.35
LOG	DistMult	HITS@3	0.7	61.10
LOG	DistMult	HITS@3	0.8	69.71
LOG	DistMult	HITS@3	0.9	78.90
LOG	DistMult	HITS@3	1.0	92.41
LOG	DistMult	MRR	0.1	0.053
LOG	DistMult	MRR	0.2	0.157
LOG	DistMult	MRR	0.3	0.234
LOG	DistMult	MRR	0.4	0.317
LOG	DistMult	MRR	0.5	0.394
LOG	DistMult	MRR	0.6	0.469
LOG	DistMult	MRR	0.7	0.540
LOG	DistMult	MRR	0.8	0.617
LOG	DistMult	MRR	0.9	0.701
LOG	DistMult	MRR	1.0	0.835
LOG	DistMult	HITS@10	0.1	7.51
LOG	DistMult	HITS@10	0.2	19.03
LOG	DistMult	HITS@10	0.3	28.81
LOG	DistMult	HITS@10	0.4	39.32
LOG	DistMult	HITS@10	0.5	49.06
LOG	DistMult	HITS@10	0.6	58.89
LOG	DistMult	HITS@10	0.7	67.80
LOG	DistMult	HITS@10	0.8	76.13
LOG	DistMult	HITS@10	0.9	84.63
LOG	DistMult	HITS@10	1.0	94.85
LOG	DistMult	MR	0.1	17652.13
LOG	DistMult	MR	0.2	14775.73
LOG	DistMult	MR	0.3	12306.60
LOG	DistMult	MR	0.4	9952.38
LOG	DistMult	MR	0.5	7568.69
LOG	DistMult	MR	0.6	5153.08
LOG	DistMult	MR	0.7	3753.29
LOG	DistMult	MR	0.8	2741.48
LOG	DistMult	MR	0.9	1494.36
LOG	DistMult	MR	1.0	531.02
LOG	DistMult	HITS@1	0.1	4.18
LOG	DistMult	HITS@1	0.2	13.59
LOG	DistMult	HITS@1	0.3	19.88
LOG	DistMult	HITS@1	0.4	26.91
LOG	DistMult	HITS@1	0.5	33.26
LOG	DistMult	HITS@1	0.6	39.68
LOG	DistMult	HITS@1	0.7	45.41
LOG	DistMult	HITS@1	0.8	52.27
LOG	DistMult	HITS@1	0.9	60.07
LOG	DistMult	HITS@1	1.0	74.43
LOG	ComplEx	HITS@5	0.1	5.02
LOG	ComplEx	HITS@5	0.2	18.02
LOG	ComplEx	HITS@5	0.3	27.64
LOG	ComplEx	HITS@5	0.4	37.56
LOG	ComplEx	HITS@5	0.5	46.70
LOG	ComplEx	HITS@5	0.6	56.68
LOG	ComplEx	HITS@5	0.7	65.65
LOG	ComplEx	HITS@5	0.8	74.17
LOG	ComplEx	HITS@5	0.9	82.86
LOG	ComplEx	HITS@5	1.0	94.70
LOG	ComplEx	HITS@3	0.1	4.16
LOG	ComplEx	HITS@3	0.2	17.31
LOG	ComplEx	HITS@3	0.3	26.39
LOG	ComplEx	HITS@3	0.4	36.05
LOG	ComplEx	HITS@3	0.5	44.78
LOG	ComplEx	HITS@3	0.6	54.24
LOG	ComplEx	HITS@3	0.7	63.09
LOG	ComplEx	HITS@3	0.8	71.53
LOG	ComplEx	HITS@3	0.9	80.95
LOG	ComplEx	HITS@3	1.0	94.43
LOG	ComplEx	MRR	0.1	0.037
LOG	ComplEx	MRR	0.2	0.162
LOG	ComplEx	MRR	0.3	0.249
LOG	ComplEx	MRR	0.4	0.337
