Loading files... 
  Starting freebase_mtr100_mte100-train.txt
  Finished freebase_mtr100_mte100-train.txt, still running: 0
Loaded 483142 facts in 1.57 s using -213 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?a  /media_common/netflix_title/netflix_genres  ?b   => ?a  /tv/tv_program/genre  ?b	0.028712871	0.010947527	0.122881356	29	2649	236	?a	0.0	0.0	0.0
?b  /tv/tv_genre/programs  ?a   => ?a  /tv/tv_program/genre  ?b	0.835643564	0.84063745	0.848241206	844	1004	995	?a	0.0	0.0	0.0
?a  /film/film/genre  ?b   => ?a  /tv/tv_program/genre  ?b	0.03960396	0.005503577	0.37037037	40	7268	108	?a	0.0	0.0	0.0
?b  /media_common/netflix_genre/titles  ?a   => ?a  /tv/tv_program/genre  ?b	0.02970297	0.011231748	0.118110236	30	2671	254	?a	0.0	0.0	0.0
?b  /music/performance_role/regular_performances./music/group_membership/member  ?a   => ?a  /music/group_member/instruments_played  ?b	0.165370658	0.425901202	0.4643377	319	749	687	?a	0.0	0.0	0.0
?a  /music/artist/contribution./music/recording_contribution/performance_role  ?b   => ?a  /music/group_member/instruments_played  ?b	0.028512182	0.252293578	0.297297297	55	218	185	?a	0.0	0.0	0.0
?b  /music/instrument/instrumentalists  ?a   => ?a  /music/group_member/instruments_played  ?b	0.811301192	0.80753354	0.818514644	1565	1938	1912	?a	0.0	0.0	0.0
?b  /music/performance_role/guest_performances./music/recording_contribution/contributor  ?a   => ?a  /music/group_member/instruments_played  ?b	0.024364956	0.223809524	0.256830601	47	210	183	?a	0.0	0.0	0.0
?a  /music/artist/track_contributions./music/track_contribution/role  ?b   => ?a  /music/group_member/instruments_played  ?b	0.240539139	0.261851016	0.305062459	464	1772	1521	?a	0.0	0.0	0.0
?b  /music/performance_role/track_performances./music/track_contribution/contributor  ?a   => ?a  /music/group_member/instruments_played  ?b	0.242612753	0.260434057	0.301935484	468	1797	1550	?a	0.0	0.0	0.0
?a  /music/group_member/membership./music/group_membership/role  ?b   => ?a  /music/group_member/instruments_played  ?b	0.164333852	0.422666667	0.464128843	317	750	683	?a	0.0	0.0	0.0
?b  /education/educational_degree/people_with_this_degree./education/education/institution  ?a   => ?a  /education/educational_institution/students_graduates./education/education/degree  ?b	0.811135857	0.806823217	0.816958277	1821	2257	2229	?a	0.0	0.0	0.0
?b  /people/marriage_union_type/unions_of_this_type./people/marriage/spouse  ?a   => ?a  /people/person/spouse_s./people/marriage/type_of_union  ?b	0.805087659	0.812630118	0.977054652	2342	2882	2397	?a	0.0	0.0	0.0
?b  /music/artist/genre  ?a   => ?a  /music/genre/artists  ?b	0.814348118	0.8274155	0.830534613	4847	5858	5836	?b	0.0	0.0	0.0
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a   => ?a  /film/producer/film  ?b	0.211598746	0.09009009	0.193409742	270	2997	1396	?b	0.0	0.0	0.0
?b  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /film/producer/film  ?b	0.394200627	0.081181407	0.171263194	503	6196	2937	?b	0.0	0.0	0.0
?b  /film/film/directed_by  ?a   => ?a  /film/producer/film  ?b	0.239811912	0.36	0.588461538	306	850	520	?b	0.0	0.0	0.0
?b  /film/film/story_by  ?a   => ?a  /film/producer/film  ?b	0.026645768	0.086294416	0.165853659	34	394	205	?b	0.0	0.0	0.0
?b  /film/film/written_by  ?a   => ?a  /film/producer/film  ?b	0.152821317	0.247776366	0.414012739	195	787	471	?b	0.0	0.0	0.0
?b  /film/film/edited_by  ?a   => ?a  /film/producer/film  ?b	0.014106583	0.100558659	0.156521739	18	179	115	?b	0.0	0.0	0.0
?b  /film/film/produced_by  ?a   => ?a  /film/producer/film  ?b	0.810344828	0.804669261	0.89679098	1034	1285	1153	?b	0.0	0.0	0.0
?a  /film/director/film  ?b   => ?a  /film/producer/film  ?b	0.228840125	0.339930151	0.563706564	292	859	518	?b	0.0	0.0	0.0
?a  /award/award_winner/awards_won./award/award_honor/honored_for  ?b   => ?a  /film/producer/film  ?b	0.195141066	0.082751745	0.180304127	249	3009	1381	?b	0.0	0.0	0.0
?a  /film/writer/film  ?b   => ?a  /film/producer/film  ?b	0.155172414	0.24535316	0.410788382	198	807	482	?b	0.0	0.0	0.0
?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b   => ?a  /film/producer/film  ?b	0.390282132	0.079324626	0.166221629	498	6278	2996	?b	0.0	0.0	0.0
?a  /film/editor/film  ?b   => ?a  /film/producer/film  ?b	0.012539185	0.085106383	0.14159292	16	188	113	?b	0.0	0.0	0.0
?a  /film/film_story_contributor/film_story_credits  ?b   => ?a  /film/producer/film  ?b	0.026645768	0.082125604	0.158139535	34	414	215	?b	0.0	0.0	0.0
?b  /olympics/olympic_participating_country/olympics_participated_in  ?a   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country  ?b	0.182776801	0.433333333	0.503631961	208	480	413	?b	0.0	0.0	0.0
?b  /olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics  ?a   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country  ?b	0.833919156	0.823070252	0.826655052	949	1153	1148	?b	0.0	0.0	0.0
?b  /olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics  ?a   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country  ?b	0.405096661	0.606578947	0.677941176	461	760	680	?b	0.0	0.0	0.0
?a  /olympics/olympic_games/participating_countries  ?b   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country  ?b	0.184534271	0.428571429	0.498812352	210	490	421	?b	0.0	0.0	0.0
?a  /olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/country  ?b   => ?a  /olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/country  ?b	0.387521968	0.588	0.653333333	441	750	675	?b	0.0	0.0	0.0
?a  /media_common/netflix_genre/titles  ?b   => ?a  /film/film_genre/films_in_this_genre  ?b	0.177465557	0.487083489	0.526507487	1301	2671	2471	?b	0.0	0.0	0.0
?b  /media_common/netflix_title/netflix_genres  ?a   => ?a  /film/film_genre/films_in_this_genre  ?b	0.174055381	0.481691204	0.517647059	1276	2649	2465	?b	0.0	0.0	0.0
?b  /film/film/genre  ?a   => ?a  /film/film_genre/films_in_this_genre  ?b	0.812849543	0.819895432	0.82397677	5959	7268	7232	?b	0.0	0.0	0.0
?a  /award/award_category/winners./award/award_honor/award_winner  ?b   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.316866678	0.678697183	0.709552733	3855	5680	5433	?b	0.0	0.0	0.0
?b  /award/award_winner/awards_won./award/award_honor/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.317195463	0.677730945	0.709766415	3859	5694	5437	?b	0.0	0.0	0.0
?b  /award/award_nominee/award_nominations./award/award_nomination/award  ?a   => ?a  /award/award_category/nominees./award/award_nomination/award_nominee  ?b	0.816209107	0.815605749	0.827431047	9930	12175	12001	?b	0.0	0.0	0.0
?b  /government/political_district/representatives./government/government_position_held/legislative_sessions  ?a   => ?a  /government/legislative_session/members./government/government_position_held/district_represented  ?b	0.828037383	0.811355311	0.811355311	886	1092	1092	?b	0.0	0.0	0.0
?b  /music/instrument/instrumentalists  ?a   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.274266366	0.250773994	0.341292135	486	1938	1424	?a	0.0	0.0	0.0
?b  /music/performance_role/regular_performances./music/group_membership/member  ?a   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.108352144	0.256341789	0.330464716	192	749	581	?a	0.0	0.0	0.0
?b  /music/performance_role/track_performances./music/track_contribution/contributor  ?a   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.824492099	0.813021703	0.825890334	1461	1797	1769	?a	0.0	0.0	0.0
?b  /music/performance_role/guest_performances./music/recording_contribution/contributor  ?a   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.038374718	0.323809524	0.386363636	68	210	176	?a	0.0	0.0	0.0
?a  /music/artist/contribution./music/recording_contribution/performance_role  ?b   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.04006772	0.325688073	0.398876404	71	218	178	?a	0.0	0.0	0.0
?a  /music/group_member/membership./music/group_membership/role  ?b   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.10778781	0.254666667	0.335087719	191	750	570	?a	0.0	0.0	0.0
?a  /music/group_member/instruments_played  ?b   => ?a  /music/artist/track_contributions./music/track_contribution/role  ?b	0.261851016	0.240539139	0.332855093	464	1929	1394	?a	0.0	0.0	0.0
?b  /award/award_winner/awards_won./award/award_honor/honored_for  ?a   => ?a  /film/film/music  ?b	0.148219442	0.051179794	0.113318617	154	3009	1359	?a	0.0	0.0	0.0
?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a   => ?a  /film/film/music  ?b	0.302213667	0.050015929	0.104527297	314	6278	3004	?a	0.0	0.0	0.0
?b  /film/music_contributor/film  ?a   => ?a  /film/film/music  ?b	0.821944177	0.804901037	0.970454545	854	1061	880	?a	0.0	0.0	0.0
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?b   => ?a  /film/film/music  ?b	0.14533205	0.050383717	0.109499637	151	2997	1379	?a	0.0	0.0	0.0
?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b   => ?a  /film/film/music  ?b	0.288739172	0.048418334	0.100806452	300	6196	2976	?a	0.0	0.0	0.0
?b  /location/statistical_region/places_imported_from./location/imports_and_exports/imported_from  ?a   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.010705596	0.130177515	0.147651007	22	169	149	?a	0.0	0.0	0.0
?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?b   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.010218978	0.122093023	0.134615385	21	172	156	?a	0.0	0.0	0.0
?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.80973236	0.80973236	0.824987605	1664	2055	2017	?a	0.0	0.0	0.0
?b  /award/award_ceremony/awards_presented./award/award_honor/award_winner  ?a   => ?a  /award/award_winner/awards_won./award/award_honor/ceremony  ?b	0.821010249	0.822214076	0.871067961	2243	2728	2575	?a	0.0	0.0	0.0
?b  /people/person/profession  ?a   => ?a  /people/profession/people_with_this_profession  ?b	0.819260414	0.812994156	0.831502153	9460	11636	11377	?b	0.0	0.0	0.0
?b  /location/location/people_born_here  ?a   => ?a  /people/person/place_of_birth  ?b	0.816855754	0.811267606	1	2016	2485	2016	?a	0.0	0.0	0.0
?a  /people/deceased_person/place_of_death  ?b   => ?a  /people/person/place_of_birth  ?b	0.017017828	0.06025825	0.11023622	42	697	381	?a	0.0	0.0	0.0
?a  /music/artist/origin  ?b   => ?a  /people/person/place_of_birth  ?b	0.060372771	0.269927536	0.591269841	149	552	252	?a	0.0	0.0	0.0
?a  /people/person/places_lived./people/place_lived/location  ?b   => ?a  /people/person/place_of_birth  ?b	0.434764992	0.286898396	0.465711806	1073	3740	2304	?a	0.0	0.0	0.0
?b  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.07977208	0.732026144	0.767123288	112	153	146	?a	0.0	0.0	0.0
?b  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.096866097	0.576271186	0.653846154	136	236	208	?a	0.0	0.0	0.0
?b  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.079059829	0.247216036	0.294429708	111	449	377	?a	0.0	0.0	0.0
?b  /people/person/spouse_s./people/marriage/spouse  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.076923077	0.2529274	0.446280992	108	427	242	?a	0.0	0.0	0.0
?b  /base/popstra/celebrity/lived_with./base/popstra/lived_with/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.014957265	0.291666667	0.333333333	21	72	63	?a	0.0	0.0	0.0
?a  /celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.097578348	0.580508475	0.658653846	137	236	208	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/breakup./base/popstra/breakup/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.078347578	0.718954248	0.774647887	110	153	142	?a	0.0	0.0	0.0
?b  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?a   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.807692308	0.807692308	0.843122677	1134	1404	1345	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/canoodled./base/popstra/canoodled/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.083333333	0.260579065	0.303108808	117	449	386	?a	0.0	0.0	0.0
?a  /base/popstra/celebrity/lived_with./base/popstra/lived_with/participant  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.014957265	0.291666667	0.333333333	21	72	63	?a	0.0	0.0	0.0
?a  /people/person/spouse_s./people/marriage/spouse  ?b   => ?a  /base/popstra/celebrity/dated./base/popstra/dated/participant  ?b	0.076923077	0.2529274	0.459574468	108	427	235	?a	0.0	0.0	0.0
?b  /award/award_category/nominees./award/award_nomination/award_nominee  ?a   => ?a  /award/award_winner/awards_won./award/award_honor/award  ?b	0.677730945	0.317195463	0.384669059	3859	12166	10032	?a	0.0	0.0	0.0
?a  /award/award_nominee/award_nominations./award/award_nomination/award  ?b   => ?a  /award/award_winner/awards_won./award/award_honor/award  ?b	0.681770285	0.318850103	0.386653386	3882	12175	10040	?a	0.0	0.0	0.0
?b  /award/award_category/winners./award/award_honor/award_winner  ?a   => ?a  /award/award_winner/awards_won./award/award_honor/award  ?b	0.817175975	0.819190141	0.851885756	4653	5680	5462	?a	0.0	0.0	0.0
?b  /music/artist/label  ?a   => ?a  /music/record_label/artist  ?b	0.821203953	0.809924679	0.822682268	1828	2257	2222	?b	0.0	0.0	0.0
?b  /film/director/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.072143318	0.520372526	0.555970149	447	859	804	?b	0.0	0.0	0.0
?b  /film/producer/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.081181407	0.394200627	0.419866444	503	1276	1198	?b	0.0	0.0	0.0
?b  /film/music_contributor/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.050355068	0.294062205	0.340983607	312	1061	915	?b	0.0	0.0	0.0
?b  /film/writer/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.061975468	0.475836431	0.526748971	384	807	729	?b	0.0	0.0	0.0
?b  /tv/tv_actor/starring_roles./tv/regular_tv_appearance/series  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.066010329	0.324603175	0.480611046	409	1260	851	?b	0.0	0.0	0.0
?b  /film/film_distributor/films_distributed./film/film_film_distributor_relationship/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.039380245	0.10440736	0.125643666	244	2337	1942	?b	0.0	0.0	0.0
?b  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.038250484	0.564285714	0.692982456	237	420	342	?b	0.0	0.0	0.0
?b  /film/production_company/films  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.025338928	0.10214704	0.14298725	157	1537	1098	?b	0.0	0.0	0.0
?b  /film/cinematographer/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.022756617	0.428571429	0.45631068	141	329	309	?b	0.0	0.0	0.0
?b  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.025016139	0.57195572	0.707762557	155	271	219	?b	0.0	0.0	0.0
?b  /film/film_crewmember/films_crewed./film/film_crew_gig/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.016623628	0.254950495	0.256218905	103	404	402	?b	0.0	0.0	0.0
?b  /film/film_story_contributor/film_story_credits  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.012427372	0.185990338	0.425414365	77	414	181	?b	0.0	0.0	0.0
?b  /film/film_costumer_designer/costume_design_for_film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.012427372	0.386934673	0.396907216	77	199	194	?b	0.0	0.0	0.0
?b  /film/producer/films_executive_produced  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.014041317	0.12482066	0.152899824	87	697	569	?b	0.0	0.0	0.0
?b  /film/editor/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.010006456	0.329787234	0.346368715	62	188	179	?b	0.0	0.0	0.0
?b  /tv/tv_program_creator/programs_created  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.011943189	0.503401361	0.627118644	74	147	118	?b	0.0	0.0	0.0
?b  /film/actor/film./film/performance/film  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.335054874	0.21866442	0.275477707	2076	9494	7536	?b	0.0	0.0	0.0
?b  /award/award_winner/awards_won./award/award_honor/honored_for  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.369916075	0.761714855	0.790890269	2292	3009	2898	?b	0.0	0.0	0.0
?a  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.067462879	0.327073552	0.484918794	418	1278	862	?b	0.0	0.0	0.0
?a  /film/film/produced_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.077953518	0.375875486	0.401162791	483	1285	1204	?b	0.0	0.0	0.0
?a  /film/film/directed_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.069561007	0.507058824	0.540777917	431	850	797	?b	0.0	0.0	0.0
?a  /tv/tv_program/tv_producer./tv/tv_producer_term/producer  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.039864429	0.600973236	0.728613569	247	411	339	?b	0.0	0.0	0.0
?a  /film/film/written_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.061168496	0.481575604	0.534555712	379	787	709	?b	0.0	0.0	0.0
?a  /tv/tv_program/recurring_writers./tv/tv_program_writer_relationship/writer  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.026791478	0.592857143	0.72489083	166	280	229	?b	0.0	0.0	0.0
?a  /film/film/starring./film/performance/actor  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.334409296	0.218888654	0.274219164	2072	9466	7556	?b	0.0	0.0	0.0
?a  /film/film/cinematography  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.021626856	0.398809524	0.420062696	134	336	319	?b	0.0	0.0	0.0
?a  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.367010975	0.758758759	0.787941788	2274	2997	2886	?b	0.0	0.0	0.0
?a  /film/film/other_crew./film/film_crew_gig/crewmember  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.015009684	0.2421875	0.244736842	93	384	380	?b	0.0	0.0	0.0
?a  /film/film/story_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.012265978	0.192893401	0.439306358	76	394	173	?b	0.0	0.0	0.0
?a  /film/film/production_companies  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.027437056	0.108418367	0.150575731	170	1568	1129	?b	0.0	0.0	0.0
?a  /film/film/executive_produced_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.013234345	0.123867069	0.149635036	82	662	548	?b	0.0	0.0	0.0
?a  /tv/tv_program/program_creator  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.011943189	0.513888889	0.643478261	74	144	115	?b	0.0	0.0	0.0
?a  /film/film/costume_design_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.011459006	0.369791667	0.377659574	71	192	188	?b	0.0	0.0	0.0
?b  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.823434474	0.812679197	0.835571569	5102	6278	6106	?b	0.0	0.0	0.0
?a  /film/film/music  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.048418334	0.288739172	0.33557047	300	1039	894	?b	0.0	0.0	0.0
?a  /film/film/film_production_design_by  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.010329245	0.405063291	0.407643312	64	158	157	?b	0.0	0.0	0.0
?a  /film/film/distributors./film/film_film_distributor_relationship/distributor  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/award_nominee  ?b	0.038411879	0.102102102	0.12173913	238	2331	1955	?b	0.0	0.0	0.0
?b  /film/film_job/films_with_this_crew_job./film/film_crew_gig/film  ?a   => ?a  /film/film/other_crew./film/film_crew_gig/film_crew_role  ?b	0.817525435	0.824697898	0.827574751	4982	6041	6020	?a	0.0	0.0	0.0
?b  /music/musical_group/member./music/group_membership/role  ?a   => ?a  /music/performance_role/regular_performances./music/group_membership/group  ?b	0.799547852	0.82503888	0.825680934	1061	1286	1285	?b	0.0	0.0	0.0
?b  /award/award_ceremony/awards_presented./award/award_honor/award  ?a   => ?a  /award/award_category/winners./award/award_honor/ceremony  ?b	0.807054674	0.821543986	0.822134387	2288	2785	2783	?a	0.0	0.0	0.0
?b  /influence/influence_node/peers./influence/peer_relationship/peers  ?a   => ?a  /influence/influence_node/influenced_by  ?b	0.013626834	0.156626506	0.204724409	26	166	127	?a	0.0	0.0	0.0
?a  /influence/influence_node/peers./influence/peer_relationship/peers  ?b   => ?a  /influence/influence_node/influenced_by  ?b	0.014675052	0.168674699	0.220472441	28	166	127	?a	0.0	0.0	0.0
?b  /influence/influence_node/influenced  ?a   => ?a  /influence/influence_node/influenced_by  ?b	0.815513627	0.818947368	0.826340945	1556	1900	1883	?a	0.0	0.0	0.0
?b  /common/annotation_category/annotations./common/webpage/topic  ?a   => ?a  /common/topic/webpage./common/webpage/category  ?b	0.820185029	0.82267589	0.929292929	4876	5927	5247	?a	0.0	0.0	0.0
?a  /award/award_category/nominees./award/award_nomination/nominated_for  ?b   => ?a  /award/award_category/winners./award/award_honor/honored_for  ?b	0.675324675	0.236238774	0.286960986	2236	9465	7792	?b	0.0	0.0	0.0
