Method	Model	Metric	Fraction	Result
ADV	DistMult	HITS@10	0.4	20.52
ADV	DistMult	HITS@10	0.5	25.25
ADV	DistMult	HITS@10	0.6	30.47
ADV	DistMult	HITS@10	0.7	35.20
ADV	DistMult	HITS@10	0.8	40.17
ADV	DistMult	HITS@10	0.9	46.94
ADV	DistMult	HITS@10	1.0	56.19
ADV	DistMult	MRR	0.1	0.031
ADV	DistMult	MRR	0.2	0.064
ADV	DistMult	MRR	0.3	0.091
ADV	DistMult	MRR	0.4	0.114
ADV	DistMult	MRR	0.5	0.138
ADV	DistMult	MRR	0.6	0.168
ADV	DistMult	MRR	0.7	0.198
ADV	DistMult	MRR	0.8	0.237
ADV	DistMult	MRR	0.9	0.286
ADV	DistMult	MRR	1.0	0.359
ADV	DistMult	HITS@1	0.1	1.83
ADV	DistMult	HITS@1	0.2	3.73
ADV	DistMult	HITS@1	0.3	5.26
ADV	DistMult	HITS@1	0.4	6.38
ADV	DistMult	HITS@1	0.5	7.41
ADV	DistMult	HITS@1	0.6	9.41
ADV	DistMult	HITS@1	0.7	11.44
ADV	DistMult	HITS@1	0.8	14.64
ADV	DistMult	HITS@1	0.9	18.69
ADV	DistMult	HITS@1	1.0	25.59
ADV	DistMult	HITS@3	0.1	3.71
ADV	DistMult	HITS@3	0.2	7.38
ADV	DistMult	HITS@3	0.3	10.88
ADV	DistMult	HITS@3	0.4	13.70
ADV	DistMult	HITS@3	0.5	16.76
ADV	DistMult	HITS@3	0.6	20.15
ADV	DistMult	HITS@3	0.7	23.81
ADV	DistMult	HITS@3	0.8	28.15
ADV	DistMult	HITS@3	0.9	33.48
ADV	DistMult	HITS@3	1.0	41.20
ADV	ComplEx	HITS@5	0.1	2.67
ADV	ComplEx	HITS@5	0.2	8.46
ADV	ComplEx	HITS@5	0.3	12.20
ADV	ComplEx	HITS@5	0.4	16.43
ADV	ComplEx	HITS@5	0.5	20.07
ADV	ComplEx	HITS@5	0.6	24.27
ADV	ComplEx	HITS@5	0.7	29.06
ADV	ComplEx	HITS@5	0.8	33.51
ADV	ComplEx	HITS@5	0.9	39.32
ADV	ComplEx	HITS@5	1.0	48.19
ADV	ComplEx	MR	0.1	39833.65
ADV	ComplEx	MR	0.2	29841.28
ADV	ComplEx	MR	0.3	22916.80
ADV	ComplEx	MR	0.4	18772.70
ADV	ComplEx	MR	0.5	14281.84
ADV	ComplEx	MR	0.6	11814.91
ADV	ComplEx	MR	0.7	10285.32
ADV	ComplEx	MR	0.8	8653.15
ADV	ComplEx	MR	0.9	7724.82
ADV	ComplEx	MR	1.0	7156.20
ADV	ComplEx	HITS@10	0.1	3.50
ADV	ComplEx	HITS@10	0.2	10.29
ADV	ComplEx	HITS@10	0.3	14.68
ADV	ComplEx	HITS@10	0.4	19.93
ADV	ComplEx	HITS@10	0.5	24.31
ADV	ComplEx	HITS@10	0.6	29.82
ADV	ComplEx	HITS@10	0.7	34.70
ADV	ComplEx	HITS@10	0.8	40.14
ADV	ComplEx	HITS@10	0.9	46.73
ADV	ComplEx	HITS@10	1.0	56.76
ADV	ComplEx	MRR	0.1	0.017
ADV	ComplEx	MRR	0.2	0.060
ADV	ComplEx	MRR	0.3	0.088
ADV	ComplEx	MRR	0.4	0.112
ADV	ComplEx	MRR	0.5	0.132
ADV	ComplEx	MRR	0.6	0.161
ADV	ComplEx	MRR	0.7	0.196
ADV	ComplEx	MRR	0.8	0.230
ADV	ComplEx	MRR	0.9	0.285
ADV	ComplEx	MRR	1.0	0.321
ADV	ComplEx	HITS@1	0.1	0.65
ADV	ComplEx	HITS@1	0.2	3.56
ADV	ComplEx	HITS@1	0.3	5.32
ADV	ComplEx	HITS@1	0.4	6.30
ADV	ComplEx	HITS@1	0.5	7.07
ADV	ComplEx	HITS@1	0.6	8.81
ADV	ComplEx	HITS@1	0.7	11.19
ADV	ComplEx	HITS@1	0.8	13.63
ADV	ComplEx	HITS@1	0.9	18.73
ADV	ComplEx	HITS@1	1.0	18.44
ADV	ComplEx	HITS@3	0.1	2.12
ADV	ComplEx	HITS@3	0.2	7.04
ADV	ComplEx	HITS@3	0.3	10.35
ADV	ComplEx	HITS@3	0.4	13.39
ADV	ComplEx	HITS@3	0.5	16.29
ADV	ComplEx	HITS@3	0.6	19.48
ADV	ComplEx	HITS@3	0.7	24.29
ADV	ComplEx	HITS@3	0.8	27.86
ADV	ComplEx	HITS@3	0.9	33.59
ADV	ComplEx	HITS@3	1.0	40.54
STD	TransE	HITS@5	0.1	3.75
STD	TransE	HITS@5	0.2	4.52
STD	TransE	HITS@5	0.3	5.38
STD	TransE	HITS@5	0.4	5.59
STD	TransE	HITS@5	0.5	5.43
STD	TransE	HITS@5	0.6	5.52
STD	TransE	HITS@5	0.7	5.74
STD	TransE	HITS@5	0.8	5.82
STD	TransE	HITS@5	0.9	5.55
STD	TransE	HITS@5	1.0	6.34
STD	TransE	MR	0.1	18684.00
STD	TransE	MR	0.2	10044.15
STD	TransE	MR	0.3	6778.77
STD	TransE	MR	0.4	4866.75
STD	TransE	MR	0.5	4240.00
STD	TransE	MR	0.6	3579.40
STD	TransE	MR	0.7	3062.89
STD	TransE	MR	0.8	2863.69
STD	TransE	MR	0.9	2570.61
STD	TransE	MR	1.0	2518.20
STD	TransE	HITS@10	0.1	5.05
STD	TransE	HITS@10	0.2	6.17
STD	TransE	HITS@10	0.3	7.10
STD	TransE	HITS@10	0.4	7.44
STD	TransE	HITS@10	0.5	7.45
STD	TransE	HITS@10	0.6	7.64
STD	TransE	HITS@10	0.7	7.87
STD	TransE	HITS@10	0.8	7.61
STD	TransE	HITS@10	0.9	7.51
STD	TransE	HITS@10	1.0	8.20
STD	TransE	MRR	0.1	0.031
STD	TransE	MRR	0.2	0.039
STD	TransE	MRR	0.3	0.048
STD	TransE	MRR	0.4	0.049
STD	TransE	MRR	0.5	0.049
STD	TransE	MRR	0.6	0.049
STD	TransE	MRR	0.7	0.052
STD	TransE	MRR	0.8	0.051
STD	TransE	MRR	0.9	0.050
STD	TransE	MRR	1.0	0.055
STD	TransE	HITS@1	0.1	1.74
STD	TransE	HITS@1	0.2	2.34
STD	TransE	HITS@1	0.3	3.11
STD	TransE	HITS@1	0.4	3.09
STD	TransE	HITS@1	0.5	3.04
STD	TransE	HITS@1	0.6	3.11
STD	TransE	HITS@1	0.7	3.25
STD	TransE	HITS@1	0.8	3.23
STD	TransE	HITS@1	0.9	3.21
STD	TransE	HITS@1	1.0	3.50
STD	TransE	HITS@3	0.1	3.02
STD	TransE	HITS@3	0.2	3.77
STD	TransE	HITS@3	0.3	4.56
STD	TransE	HITS@3	0.4	4.61
STD	TransE	HITS@3	0.5	4.70
STD	TransE	HITS@3	0.6	4.52
STD	TransE	HITS@3	0.7	4.86
STD	TransE	HITS@3	0.8	4.74
STD	TransE	HITS@3	0.9	4.70
STD	TransE	HITS@3	1.0	5.31
STD	DistMult	HITS@5	0.1	2.66
STD	DistMult	HITS@5	0.2	7.91
STD	DistMult	HITS@5	0.3	12.31
STD	DistMult	HITS@5	0.4	16.33
STD	DistMult	HITS@5	0.5	20.33
STD	DistMult	HITS@5	0.6	24.79
STD	DistMult	HITS@5	0.7	28.68
STD	DistMult	HITS@5	0.8	33.53
STD	DistMult	HITS@5	0.9	39.48
STD	DistMult	HITS@5	1.0	47.69
STD	DistMult	MR	0.1	39764.70
STD	DistMult	MR	0.2	29638.70
STD	DistMult	MR	0.3	22618.03
STD	DistMult	MR	0.4	18607.81
STD	DistMult	MR	0.5	14922.72
STD	DistMult	MR	0.6	12301.08
STD	DistMult	MR	0.7	10786.52
STD	DistMult	MR	0.8	8850.22
STD	DistMult	MR	0.9	7083.72
STD	DistMult	MR	1.0	5906.89
STD	DistMult	HITS@10	0.1	3.62
STD	DistMult	HITS@10	0.2	10.15
STD	DistMult	HITS@10	0.3	15.25
STD	DistMult	HITS@10	0.4	20.02
STD	DistMult	HITS@10	0.5	24.60
STD	DistMult	HITS@10	0.6	29.79
STD	DistMult	HITS@10	0.7	34.56
STD	DistMult	HITS@10	0.8	39.83
STD	DistMult	HITS@10	0.9	47.15
STD	DistMult	HITS@10	1.0	56.08
STD	DistMult	MRR	0.1	0.015
STD	DistMult	MRR	0.2	0.046
STD	DistMult	MRR	0.3	0.085
STD	DistMult	MRR	0.4	0.112
STD	DistMult	MRR	0.5	0.133
STD	DistMult	MRR	0.6	0.166
STD	DistMult	MRR	0.7	0.190
STD	DistMult	MRR	0.8	0.235
STD	DistMult	MRR	0.9	0.275
STD	DistMult	MRR	1.0	0.338
STD	DistMult	HITS@1	0.1	0.19
STD	DistMult	HITS@1	0.2	1.56
STD	DistMult	HITS@1	0.3	4.81
STD	DistMult	HITS@1	0.4	6.31
STD	DistMult	HITS@1	0.5	7.02
STD	DistMult	HITS@1	0.6	9.38
STD	DistMult	HITS@1	0.7	10.45
STD	DistMult	HITS@1	0.8	14.43
STD	DistMult	HITS@1	0.9	16.85
STD	DistMult	HITS@1	1.0	21.82
STD	DistMult	HITS@3	0.1	2.04
STD	DistMult	HITS@3	0.2	6.02
STD	DistMult	HITS@3	0.3	10.01
STD	DistMult	HITS@3	0.4	13.36
STD	DistMult	HITS@3	0.5	16.32
STD	DistMult	HITS@3	0.6	20.17
STD	DistMult	HITS@3	0.7	23.35
STD	DistMult	HITS@3	0.8	28.34
STD	DistMult	HITS@3	0.9	33.06
STD	DistMult	HITS@3	1.0	40.64
STD	ComplEx	HITS@5	0.1	2.67
STD	ComplEx	HITS@5	0.2	8.46
STD	ComplEx	HITS@5	0.3	12.20
STD	ComplEx	HITS@5	0.4	16.43
STD	ComplEx	HITS@5	0.5	20.07
STD	ComplEx	HITS@5	0.6	24.27
STD	ComplEx	HITS@5	0.7	29.06
STD	ComplEx	HITS@5	0.8	33.51
STD	ComplEx	HITS@5	0.9	39.32
STD	ComplEx	HITS@5	1.0	48.19
STD	ComplEx	MR	0.1	39833.65
STD	ComplEx	MR	0.2	29841.28
STD	ComplEx	MR	0.3	22916.80
STD	ComplEx	MR	0.4	18772.70
STD	ComplEx	MR	0.5	14281.84
STD	ComplEx	MR	0.6	11814.91
STD	ComplEx	MR	0.7	10285.32
STD	ComplEx	MR	0.8	8653.15
STD	ComplEx	MR	0.9	7724.82
STD	ComplEx	MR	1.0	7156.20
STD	ComplEx	HITS@10	0.1	3.50
STD	ComplEx	HITS@10	0.2	10.29
STD	ComplEx	HITS@10	0.3	14.68
STD	ComplEx	HITS@10	0.4	19.93
STD	ComplEx	HITS@10	0.5	24.31
STD	ComplEx	HITS@10	0.6	29.82
STD	ComplEx	HITS@10	0.7	34.70
STD	ComplEx	HITS@10	0.8	40.14
STD	ComplEx	HITS@10	0.9	46.73
STD	ComplEx	HITS@10	1.0	56.76
STD	ComplEx	MRR	0.1	0.017
STD	ComplEx	MRR	0.2	0.060
STD	ComplEx	MRR	0.3	0.088
STD	ComplEx	MRR	0.4	0.112
STD	ComplEx	MRR	0.5	0.132
STD	ComplEx	MRR	0.6	0.161
STD	ComplEx	MRR	0.7	0.196
STD	ComplEx	MRR	0.8	0.230
STD	ComplEx	MRR	0.9	0.285
STD	ComplEx	MRR	1.0	0.321
STD	ComplEx	HITS@1	0.1	0.65
STD	ComplEx	HITS@1	0.2	3.56
STD	ComplEx	HITS@1	0.3	5.32
STD	ComplEx	HITS@1	0.4	6.30
STD	ComplEx	HITS@1	0.5	7.07
STD	ComplEx	HITS@1	0.6	8.81
STD	ComplEx	HITS@1	0.7	11.19
STD	ComplEx	HITS@1	0.8	13.63
STD	ComplEx	HITS@1	0.9	18.73
STD	ComplEx	HITS@1	1.0	18.44
STD	ComplEx	HITS@3	0.1	2.12
STD	ComplEx	HITS@3	0.2	7.04
STD	ComplEx	HITS@3	0.3	10.35
STD	ComplEx	HITS@3	0.4	13.39
STD	ComplEx	HITS@3	0.5	16.29
STD	ComplEx	HITS@3	0.6	19.48
STD	ComplEx	HITS@3	0.7	24.29
STD	ComplEx	HITS@3	0.8	27.86
STD	ComplEx	HITS@3	0.9	33.59
STD	ComplEx	HITS@3	1.0	40.54
SMPL	TransE	HITS@5	0.1	4.06
SMPL	TransE	HITS@5	0.2	5.49
SMPL	TransE	HITS@5	0.3	5.92
SMPL	TransE	HITS@5	0.4	6.22
SMPL	TransE	HITS@5	0.5	6.61
SMPL	TransE	HITS@5	0.6	6.51
SMPL	TransE	HITS@5	0.7	6.10
SMPL	TransE	HITS@5	0.8	6.79
SMPL	TransE	HITS@5	0.9	6.44
SMPL	TransE	HITS@5	1.0	6.46
SMPL	TransE	MR	0.1	24272.77
SMPL	TransE	MR	0.2	10744.26
SMPL	TransE	MR	0.3	6958.68
SMPL	TransE	MR	0.4	5172.78
SMPL	TransE	MR	0.5	4115.08
SMPL	TransE	MR	0.6	3560.12
SMPL	TransE	MR	0.7	3322.26
SMPL	TransE	MR	0.8	2883.03
SMPL	TransE	MR	0.9	2733.19
SMPL	TransE	MR	1.0	2396.65
SMPL	TransE	HITS@10	0.1	5.51
SMPL	TransE	HITS@10	0.2	7.26
SMPL	TransE	HITS@10	0.3	7.94
SMPL	TransE	HITS@10	0.4	8.08
SMPL	TransE	HITS@10	0.5	9.13
SMPL	TransE	HITS@10	0.6	8.84
SMPL	TransE	HITS@10	0.7	8.18
SMPL	TransE	HITS@10	0.8	8.71
SMPL	TransE	HITS@10	0.9	8.43
SMPL	TransE	HITS@10	1.0	8.65
SMPL	TransE	MRR	0.1	0.036
SMPL	TransE	MRR	0.2	0.048
SMPL	TransE	MRR	0.3	0.052
SMPL	TransE	MRR	0.4	0.054
SMPL	TransE	MRR	0.5	0.058
SMPL	TransE	MRR	0.6	0.056
SMPL	TransE	MRR	0.7	0.053
SMPL	TransE	MRR	0.8	0.058
SMPL	TransE	MRR	0.9	0.054
SMPL	TransE	MRR	1.0	0.055
SMPL	TransE	HITS@1	0.1	2.33
SMPL	TransE	HITS@1	0.2	3.11
SMPL	TransE	HITS@1	0.3	3.36
SMPL	TransE	HITS@1	0.4	3.59
SMPL	TransE	HITS@1	0.5	3.61
SMPL	TransE	HITS@1	0.6	3.45
SMPL	TransE	HITS@1	0.7	3.30
SMPL	TransE	HITS@1	0.8	3.77
SMPL	TransE	HITS@1	0.9	3.38
SMPL	TransE	HITS@1	1.0	3.38
SMPL	TransE	HITS@3	0.1	3.42
SMPL	TransE	HITS@3	0.2	4.61
SMPL	TransE	HITS@3	0.3	4.96
SMPL	TransE	HITS@3	0.4	5.31
SMPL	TransE	HITS@3	0.5	5.52
SMPL	TransE	HITS@3	0.6	5.32
SMPL	TransE	HITS@3	0.7	5.09
SMPL	TransE	HITS@3	0.8	5.69
SMPL	TransE	HITS@3	0.9	5.57
SMPL	TransE	HITS@3	1.0	5.23
SMPL	DistMult	HITS@5	0.1	3.17
SMPL	DistMult	HITS@5	0.2	8.48
SMPL	DistMult	HITS@5	0.3	12.60
SMPL	DistMult	HITS@5	0.4	16.22
SMPL	DistMult	HITS@5	0.5	20.10
SMPL	DistMult	HITS@5	0.6	24.60
SMPL	DistMult	HITS@5	0.7	28.44
SMPL	DistMult	HITS@5	0.8	33.68
SMPL	DistMult	HITS@5	0.9	38.70
SMPL	DistMult	HITS@5	1.0	49.21
SMPL	DistMult	MR	0.1	39645.97
SMPL	DistMult	MR	0.2	29350.15
SMPL	DistMult	MR	0.3	22218.27
SMPL	DistMult	MR	0.4	18327.63
SMPL	DistMult	MR	0.5	14877.16
SMPL	DistMult	MR	0.6	12509.00
SMPL	DistMult	MR	0.7	10006.38
SMPL	DistMult	MR	0.8	8986.97
SMPL	DistMult	MR	0.9	7152.26
SMPL	DistMult	MR	1.0	6866.69
SMPL	DistMult	HITS@10	0.1	4.07
SMPL	DistMult	HITS@10	0.2	10.58
SMPL	DistMult	HITS@10	0.3	15.45
SMPL	DistMult	HITS@10	0.4	19.53
SMPL	DistMult	HITS@10	0.5	24.58
SMPL	DistMult	HITS@10	0.6	30.02
SMPL	DistMult	HITS@10	0.7	34.73
SMPL	DistMult	HITS@10	0.8	40.02
SMPL	DistMult	HITS@10	0.9	46.15
SMPL	DistMult	HITS@10	1.0	56.69
SMPL	DistMult	MRR	0.1	0.017
SMPL	DistMult	MRR	0.2	0.053
SMPL	DistMult	MRR	0.3	0.089
SMPL	DistMult	MRR	0.4	0.112
SMPL	DistMult	MRR	0.5	0.132
SMPL	DistMult	MRR	0.6	0.164
SMPL	DistMult	MRR	0.7	0.179
SMPL	DistMult	MRR	0.8	0.236
SMPL	DistMult	MRR	0.9	0.271
SMPL	DistMult	MRR	1.0	0.373
SMPL	DistMult	HITS@1	0.1	0.30
SMPL	DistMult	HITS@1	0.2	2.33
SMPL	DistMult	HITS@1	0.3	5.15
SMPL	DistMult	HITS@1	0.4	6.37
SMPL	DistMult	HITS@1	0.5	6.98
SMPL	DistMult	HITS@1	0.6	9.17
SMPL	DistMult	HITS@1	0.7	8.98
SMPL	DistMult	HITS@1	0.8	14.60
SMPL	DistMult	HITS@1	0.9	16.73
SMPL	DistMult	HITS@1	1.0	27.26
SMPL	DistMult	HITS@3	0.1	2.42
SMPL	DistMult	HITS@3	0.2	6.73
SMPL	DistMult	HITS@3	0.3	10.47
SMPL	DistMult	HITS@3	0.4	13.51
SMPL	DistMult	HITS@3	0.5	15.96
SMPL	DistMult	HITS@3	0.6	20.03
SMPL	DistMult	HITS@3	0.7	22.46
SMPL	DistMult	HITS@3	0.8	28.08
SMPL	DistMult	HITS@3	0.9	32.69
SMPL	DistMult	HITS@3	1.0	42.31
SMPL	ComplEx	HITS@5	0.1	2.67
SMPL	ComplEx	HITS@5	0.2	8.46
SMPL	ComplEx	HITS@5	0.3	12.20
SMPL	ComplEx	HITS@5	0.4	16.43
SMPL	ComplEx	HITS@5	0.5	20.07
SMPL	ComplEx	HITS@5	0.6	24.27
SMPL	ComplEx	HITS@5	0.7	29.06
SMPL	ComplEx	HITS@5	0.8	33.51
SMPL	ComplEx	HITS@5	0.9	39.32
SMPL	ComplEx	HITS@5	1.0	48.19
SMPL	ComplEx	MR	0.1	39833.65
SMPL	ComplEx	MR	0.2	29841.28
SMPL	ComplEx	MR	0.3	22916.80
SMPL	ComplEx	MR	0.4	18772.70
SMPL	ComplEx	MR	0.5	14281.84
SMPL	ComplEx	MR	0.6	11814.91
SMPL	ComplEx	MR	0.7	10285.32
SMPL	ComplEx	MR	0.8	8653.15
SMPL	ComplEx	MR	0.9	7724.82
SMPL	ComplEx	MR	1.0	7156.20
SMPL	ComplEx	HITS@10	0.1	3.50
SMPL	ComplEx	HITS@10	0.2	10.29
SMPL	ComplEx	HITS@10	0.3	14.68
SMPL	ComplEx	HITS@10	0.4	19.93
SMPL	ComplEx	HITS@10	0.5	24.31
SMPL	ComplEx	HITS@10	0.6	29.82
SMPL	ComplEx	HITS@10	0.7	34.70
SMPL	ComplEx	HITS@10	0.8	40.14
SMPL	ComplEx	HITS@10	0.9	46.73
SMPL	ComplEx	HITS@10	1.0	56.76
SMPL	ComplEx	MRR	0.1	0.017
SMPL	ComplEx	MRR	0.2	0.060
SMPL	ComplEx	MRR	0.3	0.088
SMPL	ComplEx	MRR	0.4	0.112
SMPL	ComplEx	MRR	0.5	0.132
SMPL	ComplEx	MRR	0.6	0.161
SMPL	ComplEx	MRR	0.7	0.196
SMPL	ComplEx	MRR	0.8	0.230
SMPL	ComplEx	MRR	0.9	0.285
SMPL	ComplEx	MRR	1.0	0.321
SMPL	ComplEx	HITS@1	0.1	0.65
SMPL	ComplEx	HITS@1	0.2	3.56
SMPL	ComplEx	HITS@1	0.3	5.32
SMPL	ComplEx	HITS@1	0.4	6.30
SMPL	ComplEx	HITS@1	0.5	7.07
SMPL	ComplEx	HITS@1	0.6	8.81
SMPL	ComplEx	HITS@1	0.7	11.19
SMPL	ComplEx	HITS@1	0.8	13.63
SMPL	ComplEx	HITS@1	0.9	18.73
SMPL	ComplEx	HITS@1	1.0	18.44
SMPL	ComplEx	HITS@3	0.1	2.12
SMPL	ComplEx	HITS@3	0.2	7.04
SMPL	ComplEx	HITS@3	0.3	10.35
SMPL	ComplEx	HITS@3	0.4	13.39
SMPL	ComplEx	HITS@3	0.5	16.29
SMPL	ComplEx	HITS@3	0.6	19.48
SMPL	ComplEx	HITS@3	0.7	24.29
SMPL	ComplEx	HITS@3	0.8	27.86
SMPL	ComplEx	HITS@3	0.9	33.59
SMPL	ComplEx	HITS@3	1.0	40.54
LOG	TransE	HITS@5	0.1	5.16
LOG	TransE	HITS@5	0.2	5.72
LOG	TransE	HITS@5	0.3	5.07
LOG	TransE	HITS@5	0.4	5.31
LOG	TransE	HITS@5	0.5	4.48
LOG	TransE	HITS@5	0.6	4.10
LOG	TransE	HITS@5	0.7	4.43
LOG	TransE	HITS@5	0.8	4.42
LOG	TransE	HITS@5	0.9	4.08
LOG	TransE	HITS@5	1.0	4.37
LOG	TransE	MR	0.1	19905.95
LOG	TransE	MR	0.2	10168.88
LOG	TransE	MR	0.3	7254.60
LOG	TransE	MR	0.4	6427.03
LOG	TransE	MR	0.5	6145.89
LOG	TransE	MR	0.6	7543.83
LOG	TransE	MR	0.7	10236.93
LOG	TransE	MR	0.8	10912.28
LOG	TransE	MR	0.9	14752.07
LOG	TransE	MR	1.0	11058.80
LOG	TransE	HITS@10	0.1	6.55
LOG	TransE	HITS@10	0.2	7.71
LOG	TransE	HITS@10	0.3	7.12
LOG	TransE	HITS@10	0.4	6.96
LOG	TransE	HITS@10	0.5	5.92
LOG	TransE	HITS@10	0.6	5.25
LOG	TransE	HITS@10	0.7	5.33
LOG	TransE	HITS@10	0.8	5.31
LOG	TransE	HITS@10	0.9	4.99
LOG	TransE	HITS@10	1.0	5.21
LOG	TransE	MRR	0.1	0.042
LOG	TransE	MRR	0.2	0.046
LOG	TransE	MRR	0.3	0.044
LOG	TransE	MRR	0.4	0.044
LOG	TransE	MRR	0.5	0.040
LOG	TransE	MRR	0.6	0.036
LOG	TransE	MRR	0.7	0.038
LOG	TransE	MRR	0.8	0.038
LOG	TransE	MRR	0.9	0.035
LOG	TransE	MRR	1.0	0.037
LOG	TransE	HITS@1	0.1	2.72
LOG	TransE	HITS@1	0.2	2.59
LOG	TransE	HITS@1	0.3	2.58
LOG	TransE	HITS@1	0.4	2.73
LOG	TransE	HITS@1	0.5	2.79
LOG	TransE	HITS@1	0.6	2.63
LOG	TransE	HITS@1	0.7	2.83
LOG	TransE	HITS@1	0.8	2.76
LOG	TransE	HITS@1	0.9	2.61
LOG	TransE	HITS@1	1.0	2.64
LOG	TransE	HITS@3	0.1	4.21
LOG	TransE	HITS@3	0.2	4.53
LOG	TransE	HITS@3	0.3	3.97
LOG	TransE	HITS@3	0.4	4.41
LOG	TransE	HITS@3	0.5	3.84
LOG	TransE	HITS@3	0.6	3.45
LOG	TransE	HITS@3	0.7	3.91
LOG	TransE	HITS@3	0.8	3.91
LOG	TransE	HITS@3	0.9	3.60
LOG	TransE	HITS@3	1.0	3.89
LOG	DistMult	HITS@5	0.1	1.43
LOG	DistMult	HITS@5	0.2	8.75
LOG	DistMult	HITS@5	0.3	12.65
LOG	DistMult	HITS@5	0.4	15.08
LOG	DistMult	HITS@5	0.5	17.90
LOG	DistMult	HITS@5	0.6	20.30
LOG	DistMult	HITS@5	0.7	24.20
LOG	DistMult	HITS@5	0.8	25.49
LOG	DistMult	HITS@5	0.9	28.51
LOG	DistMult	HITS@5	1.0	34.34
LOG	DistMult	MR	0.1	38220.99
LOG	DistMult	MR	0.2	26979.72
LOG	DistMult	MR	0.3	20455.35
LOG	DistMult	MR	0.4	16275.00
LOG	DistMult	MR	0.5	13152.50
LOG	DistMult	MR	0.6	10819.84
LOG	DistMult	MR	0.7	9916.21
LOG	DistMult	MR	0.8	7955.19
LOG	DistMult	MR	0.9	6311.74
LOG	DistMult	MR	1.0	4789.45
LOG	DistMult	HITS@10	0.1	2.19
LOG	DistMult	HITS@10	0.2	11.37
LOG	DistMult	HITS@10	0.3	16.23
LOG	DistMult	HITS@10	0.4	19.83
LOG	DistMult	HITS@10	0.5	23.51
LOG	DistMult	HITS@10	0.6	26.94
LOG	DistMult	HITS@10	0.7	31.35
LOG	DistMult	HITS@10	0.8	33.57
